"rep","est_V","se_V","IRR_V","IRR_V_CI_Lower","IRR_V_CI_Upper","VE","VE_CI_Lower","VE_CI_Upper","n_event","p_val","seed"
201,-1.34499775069546,0.338554522772961,0.260540293893784,0.134182774161774,0.505886431148159,0.739459706106216,0.494113568851841,0.865817225838226,78,7.10429609532196e-05,479986839
126,-1.42394205863014,0.349111534278359,0.240763041702188,0.121457837558706,0.477258968336824,0.759236958297812,0.522741031663176,0.878542162441294,78,4.52766049716844e-05,367648105
351,-0.932814916266435,0.354752925397157,0.39344463642178,0.196298685627622,0.788587460145911,0.606555363578219,0.211412539854089,0.803701314372378,78,0.00855161333064832,718975360
226,-1.14346612297079,0.310109275978976,0.318712408694776,0.173553540718694,0.585281055260459,0.681287591305224,0.414718944739541,0.826446459281306,83,0.000226645555959165,785977211
776,-1.21604626605685,0.310612184943433,0.296399739020908,0.161244253410558,0.544843015694785,0.703600260979092,0.455156984305215,0.838755746589442,92,9.04047362233586e-05,118846797
426,-0.569694307071475,0.297506134141467,0.565698342253399,0.315752811003109,1.01349727785984,0.434301657746601,-0.0134972778598417,0.684247188996891,97,0.0555053389461416,977172956
76,-1.27455770029551,0.299113326732358,0.279554587792511,0.155546734674479,0.502426281846359,0.720445412207489,0.497573718153641,0.844453265325521,83,2.03405212757647e-05,967847506
476,-0.83683509219155,0.322065471685285,0.433079011863231,0.230369251209555,0.814160004131026,0.566920988136768,0.185839995868974,0.769630748790445,78,0.00936761176421206,865869827
176,-0.274326035091762,0.320870381943173,0.760084220729788,0.405262437702547,1.42556518654326,0.239915779270212,-0.425565186543263,0.594737562297453,99,0.39258244839732,266519136
826,-1.1647195129509,0.298964645805566,0.312010164570759,0.173655912607309,0.560593309688292,0.687989835429241,0.439406690311708,0.826344087392691,84,9.78575086597135e-05,702746147
401,-1.00973511079499,0.329143223116098,0.364315470026546,0.191121873387796,0.694456156943144,0.635684529973454,0.305543843056856,0.808878126612204,78,0.00215663840957631,190347326
26,-1.47743133964777,0.326161351287718,0.228223163910609,0.120428888001377,0.432502644587842,0.771776836089391,0.567497355412158,0.879571111998623,86,5.90518424289709e-06,598302601
