"rep","est_V","se_V","IRR_V","IRR_V_CI_Lower","IRR_V_CI_Upper","VE","VE_CI_Lower","VE_CI_Upper","n_event","p_val","seed"
101,-0.817057975197485,0.168805926258829,0.441729323308271,0.31729875280761,0.614956073239576,0.558270676691729,0.385043926760424,0.68270124719239,150,1.29694872967768e-06,762366486
51,-0.799039469694807,0.169764884664136,0.449760765550239,0.322461177616537,0.627315039049102,0.550239234449761,0.372684960950898,0.677538822383463,149,2.51707451871436e-06,269954117
176,-0.953633510203237,0.173355890636636,0.385338345864662,0.274335131488408,0.541256382250802,0.614661654135338,0.458743617749198,0.725664868511593,138,3.7760915847139e-08,723086428
226,-1.01654733561381,0.175625043356239,0.361842105263158,0.256464225617454,0.51051841178259,0.638157894736842,0.48948158821741,0.743535774382546,133,7.11580323241086e-09,665537671
126,-0.945536299970617,0.163173846109098,0.388471177944862,0.282140201948112,0.534875409643403,0.611528822055138,0.465124590356597,0.717859798051888,156,6.84613775923296e-09,210435208
251,-0.844794730169085,0.181406072878866,0.429645542427497,0.301090588937156,0.613088880590511,0.570354457572503,0.386911119409489,0.698909411062844,129,3.20965120480843e-06,354839072
326,-1.20870734140805,0.190210204201083,0.298582995951417,0.205663798173601,0.433483220007787,0.701417004048583,0.566516779992213,0.794336201826399,111,2.08986980350632e-10,439104430
401,-0.929535958624176,0.172516389865077,0.394736842105263,0.281489010989289,0.553546207603694,0.605263157894737,0.446453792396306,0.718510989010711,140,7.12055171332425e-08,526188947
451,-0.772474068589458,0.17898622912624,0.46186895810956,0.325211144763406,0.655952103426236,0.53813104189044,0.344047896573764,0.674788855236594,135,1.59004592431688e-05,66727231
426,-0.578674984550863,0.178726640504534,0.560640732265447,0.394959218775399,0.795824013551837,0.439359267734553,0.204175986448163,0.605040781224601,144,0.00120469706668483,874155401
351,-0.957706835590872,0.187400767423081,0.383771929824561,0.265801473144157,0.554101120581038,0.616228070175439,0.445898879418962,0.734198526855843,118,3.21350754714496e-07,13331903
26,-1.01160091167848,0.177030259923525,0.363636363636364,0.257027076063823,0.514464884337099,0.636363636363636,0.485535115662901,0.742972923936177,131,1.10167869826465e-08,790507727
526,-0.983603179894451,0.172885912298257,0.373961218836565,0.266480731132407,0.524792140127548,0.626038781163435,0.475207859872452,0.733519268867593,138,1.27546682115099e-08,137351862
