"rep","est_V","se_V","IRR_V","IRR_V_CI_Lower","IRR_V_CI_Upper","VE","VE_CI_Lower","VE_CI_Upper","n_event","p_val","n_calendar_group","seed"
34,-1.76456372641956,0.144800040678265,0.171261487050961,0.128945352151407,0.227464553452588,0.828738512949039,0.772535446547412,0.871054647848593,196,3.68147595730766e-34,NA,487009170
1,-2.14326958321381,0.150380190603166,0.11727078891258,0.0873345318260485,0.157468502373961,0.88272921108742,0.842531497626039,0.912665468173951,200,4.33509021573132e-46,NA,615524821
201,-1.45591861219216,0.144345398760436,0.233186057928326,0.175725810238823,0.309435122468648,0.766813942071674,0.690564877531352,0.824274189761177,192,6.34846210284623e-24,NA,368043813
151,-1.57966575410043,0.143966995292729,0.206043956043956,0.1553870963081,0.273215169283208,0.793956043956044,0.726784830716792,0.8446129036919,194,5.1867677164361e-28,NA,481102875
234,-1.49695992900741,0.143660355981242,0.223809523809524,0.168886387619256,0.296594081109557,0.776190476190476,0.703405918890443,0.831113612380744,194,2.0067365931157e-25,NA,543314852
384,-1.58117714378682,0.144722814122138,0.205732778548312,0.154922754057163,0.27320696967207,0.794267221451688,0.72679303032793,0.845077245942837,192,8.70063363186433e-28,NA,229845662
51,-1.82842827286514,0.142050251937875,0.160665892373209,0.121621483606667,0.212244812401422,0.839334107626791,0.787755187598578,0.878378516393333,206,6.4956277557349e-38,NA,726712841
601,-1.6137763140327,0.141281542724744,0.199134199134199,0.150968654553662,0.262666640184726,0.800865800865801,0.737333359815274,0.849031345446338,202,3.23130701791695e-30,NA,715238944
17,-1.76258809192778,0.146659500250755,0.171600171600172,0.128730342538202,0.228746527917221,0.828399828399828,0.771253472082779,0.871269657461798,191,2.84999804228628e-33,NA,377440715
801,-1.4466453476904,0.152059724628353,0.23535851122058,0.174701420383348,0.317076007066327,0.76464148877942,0.682923992933673,0.825298579616652,173,1.84060161950589e-21,NA,585974672
101,-1.57323486377014,0.151981469898239,0.207373271889401,0.153952206661755,0.279331325133896,0.792626728110599,0.720668674866104,0.846047793338245,174,4.12017317193832e-25,NA,921296643
134,-1.51760554897733,0.143713876431837,0.219236209335219,0.165418017263944,0.290563968053029,0.780763790664781,0.709436031946971,0.834581982736056,194,4.57101629570798e-26,NA,381237866
67,-1.38482269050843,0.14182101368535,0.250368188512518,0.189609844207641,0.330595861628337,0.749631811487482,0.669404138371663,0.810390155792359,199,1.59772005309698e-22,NA,825182058
117,-1.3559472047306,0.150446904600834,0.257703081232493,0.191892929888446,0.346082985523895,0.742296918767507,0.653917014476105,0.808107070111554,177,2.00869367183924e-19,NA,792990454
267,-1.71971316025421,0.146182878214777,0.17911751856706,0.134495258047849,0.238544361513526,0.82088248143294,0.761455638486474,0.865504741952151,191,5.97448992243279e-32,NA,448720952
451,-1.62924053973028,0.147338669330564,0.196078431372549,0.146897674687486,0.261724709606956,0.803921568627451,0.738275290393044,0.853102325312514,186,2.00981527319258e-28,NA,479039866
918,-1.63469757919334,0.145436297075436,0.195011337868481,0.146643987480973,0.259331613593697,0.804988662131519,0.740668386406303,0.853356012519027,191,2.59511675525188e-29,NA,18989332
518,-1.30725115377944,0.146163047203847,0.27056277056277,0.203167307975313,0.360314922435737,0.72943722943723,0.639685077564263,0.796832692024687,188,3.76057184570778e-19,NA,659681904
167,-1.6266227371882,0.142426904214143,0.196592398427261,0.148707447920971,0.259896674038292,0.803407601572739,0.740103325961708,0.851292552079029,199,3.29361258085351e-30,NA,799206866
84,-1.46617511235935,0.143980545301692,0.230806608357629,0.174057113412141,0.306058680494216,0.769193391642371,0.693941319505784,0.825942886587859,193,2.35808556863991e-24,NA,171007373
501,-1.79645431353226,0.141284914969263,0.165886026541764,0.125761545835124,0.218812305614402,0.834113973458236,0.781187694385598,0.874238454164876,207,4.87375556630035e-37,NA,114766538
401,-1.66494702685228,0.142001853827689,0.189200680272109,0.143235443287142,0.249916477332131,0.810799319727891,0.750083522667869,0.856764556712858,201,9.5096245972699e-32,NA,820733935
184,-1.30808483452802,0.139967776995958,0.270337301587302,0.205477932254241,0.35566961292504,0.729662698412698,0.64433038707496,0.794522067745759,205,9.13577340281117e-21,NA,334025782
618,-1.47392435860559,0.139372879807443,0.229024943310658,0.17428033013597,0.300965832561412,0.770975056689343,0.699034167438588,0.82571966986403,206,3.87508290381594e-26,NA,206063424
251,-1.57323486377014,0.151981469898239,0.207373271889401,0.153952206661755,0.279331325133896,0.792626728110599,0.720668674866104,0.846047793338245,174,4.1201731719385e-25,NA,22794950
668,-1.62313675679226,0.144976075281264,0.197278911564626,0.148483024120096,0.262110562326943,0.802721088435374,0.737889437673057,0.851516975879904,192,4.27072901867707e-29,NA,300146311
584,-1.65356606349772,0.144823000160219,0.191366266132621,0.144076059490329,0.254178577225728,0.808633733867379,0.745821422774272,0.855923940509671,193,3.40587882035531e-30,NA,724299027
217,-1.60693478221598,0.138522909648387,0.200501253132832,0.152829142669184,0.26304376119452,0.799498746867168,0.73695623880548,0.847170857330816,210,4.09685643491166e-31,NA,588909037
551,-1.34722316949799,0.139820871220557,0.259961127308066,0.197648112028971,0.341919722974003,0.740038872691934,0.658080277025997,0.802351887971029,205,5.66979034400698e-22,NA,883874662
317,-1.66052428886388,0.143765659342286,0.190039318479685,0.143373838687876,0.251893531614547,0.809960681520315,0.748106468385453,0.856626161312124,196,7.3635914897552e-31,NA,469777176
634,-1.54949487646707,0.138238992751661,0.212355212355212,0.161954746799023,0.278440348959869,0.787644787644788,0.721559651040131,0.838045253200977,210,3.69114350250835e-29,NA,909743173
284,-1.37295274418232,0.157698147091607,0.253357753357753,0.18599501012559,0.345117598279356,0.746642246642247,0.654882401720644,0.81400498987441,161,3.14212208131391e-18,NA,619544078
568,-1.51846613422837,0.144463023730899,0.219047619047619,0.165033225639906,0.290740602229546,0.780952380952381,0.709259397770454,0.834966774360094,192,7.67877950551883e-26,NA,989330246
301,-1.63261550074681,0.144665874151911,0.195417789757412,0.147171691571335,0.259480013757689,0.804582210242588,0.740519986242311,0.852828308428665,193,1.54895663430224e-29,NA,427363328
368,-1.49096498368378,0.14954537135701,0.225155279503106,0.167953432483918,0.30183902250986,0.774844720496894,0.69816097749014,0.832046567516082,179,2.06261728652821e-23,NA,592564586
468,-1.63695067815625,0.154630472146185,0.194572452636969,0.143700955812515,0.263452940247377,0.805427547363031,0.736547059752623,0.856299044187485,169,3.45289673034377e-26,NA,64232204
