"COVID-19_Season";"Week_ID";"Current_Season_Week_Ending_Label";"MMWR_Week_Order";"MMWR_Year";"MMWR_Week";"MMWR_Day";"Setting";"Doses";"Cumulative_Doses";"Location_and_Flu_Season_Order";"Current_Through";"Age_Group"
"2023-2024";"2024 Feb 10 12:00:00 AM";"2026 Feb 07 12:00:00 AM";"25";"2024";"6";"6";"Combined";"81,810";"12,297,562";"18";"2026 Jan 17 12:00:00 AM";"60-74"
"2023-2024";"2024 Jun 01 12:00:00 AM";"2026 May 30 12:00:00 AM";"41";"2024";"22";"6";"Combined";"38,173";"16,141,688";"18";"2026 Jan 17 12:00:00 AM";"18-64"
"2023-2024";"2024 Jun 15 12:00:00 AM";"2026 Jun 13 12:00:00 AM";"43";"2024";"24";"6";"Combined";"40,807";"16,224,620";"18";"2026 Jan 17 12:00:00 AM";"18-64"
"2023-2024";"2024 Apr 20 12:00:00 AM";"2026 Apr 18 12:00:00 AM";"35";"2024";"16";"6";"Combined";"31,382";"8,102,020";"18";"2026 Jan 17 12:00:00 AM";"18-49"
"2023-2024";"2024 Jun 15 12:00:00 AM";"2026 Jun 13 12:00:00 AM";"43";"2024";"24";"6";"Combined";"69,169";"18,590,197";"18";"2026 Jan 17 12:00:00 AM";"65+"
"2024-2025";"2024 Sep 07 12:00:00 AM";"2025 Sep 06 12:00:00 AM";"2";"2024";"36";"6";"Combined";"735,547";"1,046,652";"19";"2026 Jan 17 12:00:00 AM";"60-74"
"2023-2024";"2024 Apr 13 12:00:00 AM";"2026 Apr 11 12:00:00 AM";"34";"2024";"15";"6";"Combined";"32,465";"8,070,638";"18";"2026 Jan 17 12:00:00 AM";"18-49"
"2023-2024";"2023 Dec 09 12:00:00 AM";"2025 Dec 06 12:00:00 AM";"15";"2023";"49";"6";"Combined";"486,175";"14,266,721";"18";"2026 Jan 17 12:00:00 AM";"65+"
"2023-2024";"2023 Nov 11 12:00:00 AM";"2025 Nov 08 12:00:00 AM";"11";"2023";"45";"6";"Combined";"952,738";"11,964,510";"18";"2026 Jan 17 12:00:00 AM";"65+"
"2023-2024";"2024 Apr 13 12:00:00 AM";"2026 Apr 11 12:00:00 AM";"34";"2024";"15";"6";"Combined";"86,800";"13,088,440";"18";"2026 Jan 17 12:00:00 AM";"60-74"
"2023-2024";"2024 May 18 12:00:00 AM";"2026 May 16 12:00:00 AM";"39";"2024";"20";"6";"Combined";"141,857";"34,335,055";"18";"2026 Jan 17 12:00:00 AM";"18+"
"2023-2024";"2024 Feb 10 12:00:00 AM";"2026 Feb 07 12:00:00 AM";"25";"2024";"6";"6";"Combined";"75,616";"7,679,434";"18";"2026 Jan 17 12:00:00 AM";"18-49"
"2023-2024";"2024 Apr 20 12:00:00 AM";"2026 Apr 18 12:00:00 AM";"35";"2024";"16";"6";"Combined";"81,304";"13,169,744";"18";"2026 Jan 17 12:00:00 AM";"60-74"
"2023-2024";"2023 Oct 14 12:00:00 AM";"2025 Oct 11 12:00:00 AM";"7";"2023";"41";"6";"Combined";"3,466,746";"11,813,175";"18";"2026 Jan 17 12:00:00 AM";"18+"
"2023-2024";"2023 Dec 23 12:00:00 AM";"2025 Dec 20 12:00:00 AM";"17";"2023";"51";"6";"Combined";"296,653";"11,222,930";"18";"2026 Jan 17 12:00:00 AM";"60-74"
"2023-2024";"2024 Jan 27 12:00:00 AM";"2026 Jan 24 12:00:00 AM";"23";"2024";"4";"6";"Combined";"82,836";"7,356,201";"18";"2026 Jan 17 12:00:00 AM";"50-64"
"2023-2024";"2024 May 11 12:00:00 AM";"2026 May 09 12:00:00 AM";"38";"2024";"19";"6";"Combined";"50,991";"8,322,697";"18";"2026 Jan 17 12:00:00 AM";"75+"
"2023-2024";"2024 Jul 06 12:00:00 AM";"2026 Jul 04 12:00:00 AM";"46";"2024";"27";"6";"Combined";"34,932";"13,713,932";"18";"2026 Jan 17 12:00:00 AM";"60-74"
"2023-2024";"2023 Sep 30 12:00:00 AM";"2025 Sep 27 12:00:00 AM";"5";"2023";"39";"6";"Combined";"748,689";"1,193,125";"18";"2026 Jan 17 12:00:00 AM";"75+"
"2023-2024";"2024 Jan 06 12:00:00 AM";"2026 Jan 03 12:00:00 AM";"20";"2024";"1";"6";"Combined";"622,617";"29,667,368";"18";"2026 Jan 17 12:00:00 AM";"18+"
"2023-2024";"2024 Jul 27 12:00:00 AM";"2026 Jul 25 12:00:00 AM";"49";"2024";"30";"6";"Combined";"24,945";"8,690,834";"18";"2026 Jan 17 12:00:00 AM";"75+"
"2023-2024";"2024 Feb 24 12:00:00 AM";"2026 Feb 21 12:00:00 AM";"27";"2024";"8";"6";"Combined";"85,048";"15,349,574";"18";"2026 Jan 17 12:00:00 AM";"18-64"
"2023-2024";"2024 Mar 02 12:00:00 AM";"2026 Feb 28 12:00:00 AM";"28";"2024";"9";"6";"Combined";"46,388";"7,832,562";"18";"2026 Jan 17 12:00:00 AM";"18-49"
"2023-2024";"2024 Mar 30 12:00:00 AM";"2026 Mar 28 12:00:00 AM";"32";"2024";"13";"6";"Combined";"202,105";"17,314,800";"18";"2026 Jan 17 12:00:00 AM";"65+"
"2023-2024";"2023 Dec 23 12:00:00 AM";"2025 Dec 20 12:00:00 AM";"17";"2023";"51";"6";"Combined";"279,072";"6,735,239";"18";"2026 Jan 17 12:00:00 AM";"18-49"
"2023-2024";"2024 Jun 22 12:00:00 AM";"2026 Jun 20 12:00:00 AM";"44";"2024";"25";"6";"Combined";"25,547";"8,344,972";"18";"2026 Jan 17 12:00:00 AM";"18-49"
"2023-2024";"2024 Mar 02 12:00:00 AM";"2026 Feb 28 12:00:00 AM";"28";"2024";"9";"6";"Combined";"49,001";"12,457,017";"18";"2026 Jan 17 12:00:00 AM";"60-74"
"2023-2024";"2024 Jul 06 12:00:00 AM";"2026 Jul 04 12:00:00 AM";"46";"2024";"27";"6";"Combined";"21,615";"8,391,495";"18";"2026 Jan 17 12:00:00 AM";"18-49"
"2023-2024";"2023 Nov 11 12:00:00 AM";"2025 Nov 08 12:00:00 AM";"11";"2023";"45";"6";"Combined";"972,258";"9,854,816";"18";"2026 Jan 17 12:00:00 AM";"18-64"
"2023-2024";"2023 Dec 02 12:00:00 AM";"2025 Nov 29 12:00:00 AM";"14";"2023";"48";"6";"Combined";"292,211";"6,024,257";"18";"2026 Jan 17 12:00:00 AM";"50-64"
"2024-2025";"2024 Sep 07 12:00:00 AM";"2025 Sep 06 12:00:00 AM";"2";"2024";"36";"6";"Combined";"314,991";"444,173";"19";"2026 Jan 17 12:00:00 AM";"18-49"
"2023-2024";"2024 Mar 23 12:00:00 AM";"2026 Mar 21 12:00:00 AM";"31";"2024";"12";"6";"Combined";"267,464";"32,758,218";"18";"2026 Jan 17 12:00:00 AM";"18+"
"2023-2024";"2024 Jul 27 12:00:00 AM";"2026 Jul 25 12:00:00 AM";"49";"2024";"30";"6";"Combined";"15,738";"7,995,405";"18";"2026 Jan 17 12:00:00 AM";"50-64"
"2024-2025";"2024 Aug 31 12:00:00 AM";"2025 Aug 30 12:00:00 AM";"1";"2024";"35";"6";"Combined";"706,047";"706,047";"19";"2026 Jan 17 12:00:00 AM";"18+"
"2023-2024";"2023 Oct 21 12:00:00 AM";"2025 Oct 18 12:00:00 AM";"8";"2023";"42";"6";"Combined";"668,272";"3,113,480";"18";"2026 Jan 17 12:00:00 AM";"18-49"
"2024-2025";"2024 Oct 19 12:00:00 AM";"2025 Oct 18 12:00:00 AM";"8";"2024";"42";"6";"Combined";"536,027";"3,708,297";"19";"2026 Jan 17 12:00:00 AM";"50-64"
"2023-2024";"2023 Sep 23 12:00:00 AM";"2025 Sep 20 12:00:00 AM";"4";"2023";"38";"6";"Combined";"365,850";"388,273";"18";"2026 Jan 17 12:00:00 AM";"18-49"
"2024-2025";"2024 Sep 28 12:00:00 AM";"2025 Sep 27 12:00:00 AM";"5";"2024";"39";"6";"Combined";"1,086,856";"3,881,555";"19";"2026 Jan 17 12:00:00 AM";"18-64"
"2023-2024";"2023 Oct 21 12:00:00 AM";"2025 Oct 18 12:00:00 AM";"8";"2023";"42";"6";"Combined";"1,215,004";"6,133,683";"18";"2026 Jan 17 12:00:00 AM";"60-74"
"2024-2025";"2024 Nov 23 12:00:00 AM";"2025 Nov 22 12:00:00 AM";"13";"2024";"47";"7";"Physician Medical Office";"47,941";"667,279";"39";"2026 Jan 17 12:00:00 AM";"18-49"
"2024-2025";"2024 Dec 21 12:00:00 AM";"2025 Dec 20 12:00:00 AM";"17";"2024";"51";"7";"Physician Medical Office";"35,414";"804,763";"39";"2026 Jan 17 12:00:00 AM";"18-49"
"2024-2025";"2024 Nov 30 12:00:00 AM";"2025 Nov 29 12:00:00 AM";"14";"2024";"48";"7";"Physician Medical Office";"49,738";"1,288,058";"39";"2026 Jan 17 12:00:00 AM";"18-64"
"2024-2025";"2024 Dec 21 12:00:00 AM";"2025 Dec 20 12:00:00 AM";"17";"2024";"51";"7";"Physician Medical Office";"28,333";"865,954";"39";"2026 Jan 17 12:00:00 AM";"60-74"
"2024-2025";"2024 Dec 14 12:00:00 AM";"2025 Dec 13 12:00:00 AM";"16";"2024";"50";"7";"Physician Medical Office";"32,180";"837,621";"39";"2026 Jan 17 12:00:00 AM";"60-74"
"2024-2025";"2024 Dec 21 12:00:00 AM";"2025 Dec 20 12:00:00 AM";"17";"2024";"51";"7";"Physician Medical Office";"34,245";"1,202,069";"39";"2026 Jan 17 12:00:00 AM";"65+"
"2024-2025";"2024 Dec 21 12:00:00 AM";"2025 Dec 20 12:00:00 AM";"17";"2024";"51";"7";"Physician Medical Office";"94,275";"2,680,393";"39";"2026 Jan 17 12:00:00 AM";"18+"
"2024-2025";"2024 Nov 30 12:00:00 AM";"2025 Nov 29 12:00:00 AM";"14";"2024";"48";"7";"Physician Medical Office";"77,152";"2,372,014";"39";"2026 Jan 17 12:00:00 AM";"18+"
"2024-2025";"2024 Nov 30 12:00:00 AM";"2025 Nov 29 12:00:00 AM";"14";"2024";"48";"7";"Physician Medical Office";"27,414";"1,083,959";"39";"2026 Jan 17 12:00:00 AM";"65+"
"2024-2025";"2024 Dec 07 12:00:00 AM";"2025 Dec 06 12:00:00 AM";"15";"2024";"49";"7";"Physician Medical Office";"114,223";"2,486,237";"39";"2026 Jan 17 12:00:00 AM";"18+"
"2024-2025";"2024 Nov 23 12:00:00 AM";"2025 Nov 22 12:00:00 AM";"13";"2024";"47";"7";"Physician Medical Office";"88,539";"1,238,320";"39";"2026 Jan 17 12:00:00 AM";"18-64"
"2024-2025";"2024 Nov 23 12:00:00 AM";"2025 Nov 22 12:00:00 AM";"13";"2024";"47";"7";"Physician Medical Office";"150,276";"2,294,862";"39";"2026 Jan 17 12:00:00 AM";"18+"
"2024-2025";"2024 Nov 23 12:00:00 AM";"2025 Nov 22 12:00:00 AM";"13";"2024";"47";"7";"Physician Medical Office";"61,738";"1,056,545";"39";"2026 Jan 17 12:00:00 AM";"65+"
"2024-2025";"2024 Dec 14 12:00:00 AM";"2025 Dec 13 12:00:00 AM";"16";"2024";"50";"7";"Physician Medical Office";"34,149";"769,349";"39";"2026 Jan 17 12:00:00 AM";"18-49"
"2024-2025";"2024 Dec 07 12:00:00 AM";"2025 Dec 06 12:00:00 AM";"15";"2024";"49";"7";"Physician Medical Office";"37,763";"735,200";"39";"2026 Jan 17 12:00:00 AM";"18-49"
"2024-2025";"2024 Dec 07 12:00:00 AM";"2025 Dec 06 12:00:00 AM";"15";"2024";"49";"7";"Physician Medical Office";"45,701";"1,129,660";"39";"2026 Jan 17 12:00:00 AM";"65+"
"2024-2025";"2024 Nov 30 12:00:00 AM";"2025 Nov 29 12:00:00 AM";"14";"2024";"48";"7";"Physician Medical Office";"12,903";"570,560";"39";"2026 Jan 17 12:00:00 AM";"75+"
"2024-2025";"2024 Dec 21 12:00:00 AM";"2025 Dec 20 12:00:00 AM";"17";"2024";"51";"7";"Physician Medical Office";"16,073";"624,786";"39";"2026 Jan 17 12:00:00 AM";"75+"
"2024-2025";"2024 Nov 23 12:00:00 AM";"2025 Nov 22 12:00:00 AM";"13";"2024";"47";"7";"Physician Medical Office";"29,092";"557,657";"39";"2026 Jan 17 12:00:00 AM";"75+"
"2024-2025";"2024 Dec 14 12:00:00 AM";"2025 Dec 13 12:00:00 AM";"16";"2024";"50";"7";"Physician Medical Office";"99,881";"2,586,118";"39";"2026 Jan 17 12:00:00 AM";"18+"
"2024-2025";"2024 Nov 23 12:00:00 AM";"2025 Nov 22 12:00:00 AM";"13";"2024";"47";"7";"Physician Medical Office";"40,598";"571,037";"39";"2026 Jan 17 12:00:00 AM";"50-64"
"2024-2025";"2024 Dec 21 12:00:00 AM";"2025 Dec 20 12:00:00 AM";"17";"2024";"51";"7";"Physician Medical Office";"24,616";"673,560";"39";"2026 Jan 17 12:00:00 AM";"50-64"
"2024-2025";"2024 Nov 30 12:00:00 AM";"2025 Nov 29 12:00:00 AM";"14";"2024";"48";"7";"Physician Medical Office";"19,580";"590,617";"39";"2026 Jan 17 12:00:00 AM";"50-64"
"2024-2025";"2024 Dec 14 12:00:00 AM";"2025 Dec 13 12:00:00 AM";"16";"2024";"50";"7";"Physician Medical Office";"61,718";"1,418,297";"39";"2026 Jan 17 12:00:00 AM";"18-64"
"2024-2025";"2024 Dec 14 12:00:00 AM";"2025 Dec 13 12:00:00 AM";"16";"2024";"50";"7";"Physician Medical Office";"38,164";"1,167,824";"39";"2026 Jan 17 12:00:00 AM";"65+"
"2024-2025";"2024 Dec 07 12:00:00 AM";"2025 Dec 06 12:00:00 AM";"15";"2024";"49";"7";"Physician Medical Office";"20,750";"591,310";"39";"2026 Jan 17 12:00:00 AM";"75+"
"2024-2025";"2024 Dec 21 12:00:00 AM";"2025 Dec 20 12:00:00 AM";"17";"2024";"51";"7";"Physician Medical Office";"60,030";"1,478,327";"39";"2026 Jan 17 12:00:00 AM";"18-64"
"2024-2025";"2024 Nov 30 12:00:00 AM";"2025 Nov 29 12:00:00 AM";"14";"2024";"48";"7";"Physician Medical Office";"30,158";"697,437";"39";"2026 Jan 17 12:00:00 AM";"18-49"
"2024-2025";"2024 Dec 07 12:00:00 AM";"2025 Dec 06 12:00:00 AM";"15";"2024";"49";"7";"Physician Medical Office";"30,758";"621,375";"39";"2026 Jan 17 12:00:00 AM";"50-64"
"2024-2025";"2024 Dec 07 12:00:00 AM";"2025 Dec 06 12:00:00 AM";"15";"2024";"49";"7";"Physician Medical Office";"38,072";"805,441";"39";"2026 Jan 17 12:00:00 AM";"60-74"
"2024-2025";"2024 Nov 23 12:00:00 AM";"2025 Nov 22 12:00:00 AM";"13";"2024";"47";"7";"Physician Medical Office";"49,883";"744,722";"39";"2026 Jan 17 12:00:00 AM";"60-74"
"2024-2025";"2024 Dec 07 12:00:00 AM";"2025 Dec 06 12:00:00 AM";"15";"2024";"49";"7";"Physician Medical Office";"68,521";"1,356,579";"39";"2026 Jan 17 12:00:00 AM";"18-64"
"2024-2025";"2024 Dec 14 12:00:00 AM";"2025 Dec 13 12:00:00 AM";"16";"2024";"50";"7";"Physician Medical Office";"17,403";"608,713";"39";"2026 Jan 17 12:00:00 AM";"75+"
"2024-2025";"2024 Nov 30 12:00:00 AM";"2025 Nov 29 12:00:00 AM";"14";"2024";"48";"7";"Physician Medical Office";"22,647";"767,369";"39";"2026 Jan 17 12:00:00 AM";"60-74"
"2024-2025";"2024 Dec 14 12:00:00 AM";"2025 Dec 13 12:00:00 AM";"16";"2024";"50";"7";"Physician Medical Office";"27,569";"648,944";"39";"2026 Jan 17 12:00:00 AM";"50-64"
"2024-2025";"2024 Dec 07 12:00:00 AM";"2025 Dec 06 12:00:00 AM";"15";"2024";"49";"6";"Pharmacy";"202,069";"9,537,606";"29";"2026 Jan 17 12:00:00 AM";"60-74"
"2024-2025";"2024 Nov 30 12:00:00 AM";"2025 Nov 29 12:00:00 AM";"14";"2024";"48";"6";"Pharmacy";"229,147";"13,469,302";"29";"2026 Jan 17 12:00:00 AM";"65+"
"2024-2025";"2024 Nov 23 12:00:00 AM";"2025 Nov 22 12:00:00 AM";"13";"2024";"47";"6";"Pharmacy";"214,726";"4,869,964";"29";"2026 Jan 17 12:00:00 AM";"50-64"
"2024-2025";"2024 Nov 23 12:00:00 AM";"2025 Nov 22 12:00:00 AM";"13";"2024";"47";"6";"Pharmacy";"350,606";"9,150,867";"29";"2026 Jan 17 12:00:00 AM";"60-74"
"2024-2025";"2024 Dec 21 12:00:00 AM";"2025 Dec 20 12:00:00 AM";"17";"2024";"51";"6";"Pharmacy";"141,955";"9,854,810";"29";"2026 Jan 17 12:00:00 AM";"60-74"
"2024-2025";"2024 Nov 23 12:00:00 AM";"2025 Nov 22 12:00:00 AM";"13";"2024";"47";"6";"Pharmacy";"213,349";"6,330,278";"29";"2026 Jan 17 12:00:00 AM";"75+"
"2024-2025";"2024 Dec 14 12:00:00 AM";"2025 Dec 13 12:00:00 AM";"16";"2024";"50";"6";"Pharmacy";"235,531";"10,575,855";"29";"2026 Jan 17 12:00:00 AM";"18-64"
"2024-2025";"2024 Nov 23 12:00:00 AM";"2025 Nov 22 12:00:00 AM";"13";"2024";"47";"6";"Pharmacy";"464,311";"9,755,730";"29";"2026 Jan 17 12:00:00 AM";"18-64"
"2024-2025";"2024 Dec 14 12:00:00 AM";"2025 Dec 13 12:00:00 AM";"16";"2024";"50";"6";"Pharmacy";"230,372";"13,972,193";"29";"2026 Jan 17 12:00:00 AM";"65+"
"2024-2025";"2024 Dec 07 12:00:00 AM";"2025 Dec 06 12:00:00 AM";"15";"2024";"49";"6";"Pharmacy";"137,906";"5,212,438";"29";"2026 Jan 17 12:00:00 AM";"18-49"
"2024-2025";"2024 Dec 14 12:00:00 AM";"2025 Dec 13 12:00:00 AM";"16";"2024";"50";"6";"Pharmacy";"465,903";"24,548,046";"29";"2026 Jan 17 12:00:00 AM";"18+"
"2024-2025";"2024 Nov 30 12:00:00 AM";"2025 Nov 29 12:00:00 AM";"14";"2024";"48";"6";"Pharmacy";"100,880";"6,431,158";"29";"2026 Jan 17 12:00:00 AM";"75+"
"2024-2025";"2024 Dec 21 12:00:00 AM";"2025 Dec 20 12:00:00 AM";"17";"2024";"51";"6";"Pharmacy";"124,715";"5,465,574";"29";"2026 Jan 17 12:00:00 AM";"18-49"
"2024-2025";"2024 Dec 14 12:00:00 AM";"2025 Dec 13 12:00:00 AM";"16";"2024";"50";"6";"Pharmacy";"107,111";"5,234,995";"29";"2026 Jan 17 12:00:00 AM";"50-64"
"2024-2025";"2024 Nov 30 12:00:00 AM";"2025 Nov 29 12:00:00 AM";"14";"2024";"48";"6";"Pharmacy";"327,754";"10,083,484";"29";"2026 Jan 17 12:00:00 AM";"18-64"
"2024-2025";"2024 Nov 30 12:00:00 AM";"2025 Nov 29 12:00:00 AM";"14";"2024";"48";"6";"Pharmacy";"138,986";"5,008,950";"29";"2026 Jan 17 12:00:00 AM";"50-64"
"2024-2025";"2024 Dec 14 12:00:00 AM";"2025 Dec 13 12:00:00 AM";"16";"2024";"50";"6";"Pharmacy";"102,036";"6,656,733";"29";"2026 Jan 17 12:00:00 AM";"75+"
"2024-2025";"2024 Dec 14 12:00:00 AM";"2025 Dec 13 12:00:00 AM";"16";"2024";"50";"6";"Pharmacy";"128,421";"5,340,859";"29";"2026 Jan 17 12:00:00 AM";"18-49"
"2024-2025";"2024 Nov 09 12:00:00 AM";"2025 Nov 08 12:00:00 AM";"11";"2024";"45";"7";"Physician Medical Office";"57,384";"564,169";"39";"2026 Jan 17 12:00:00 AM";"18-49"
"2024-2025";"2024 Nov 09 12:00:00 AM";"2025 Nov 08 12:00:00 AM";"11";"2024";"45";"7";"Physician Medical Office";"182,728";"1,975,892";"39";"2026 Jan 17 12:00:00 AM";"18+"
"2024-2025";"2024 Nov 02 12:00:00 AM";"2025 Nov 01 12:00:00 AM";"10";"2024";"44";"7";"Physician Medical Office";"122,409";"947,092";"39";"2026 Jan 17 12:00:00 AM";"18-64"
"2024-2025";"2024 Nov 02 12:00:00 AM";"2025 Nov 01 12:00:00 AM";"10";"2024";"44";"7";"Physician Medical Office";"55,921";"440,303";"39";"2026 Jan 17 12:00:00 AM";"50-64"
"2024-2025";"2024 Nov 02 12:00:00 AM";"2025 Nov 01 12:00:00 AM";"10";"2024";"44";"7";"Physician Medical Office";"48,930";"455,072";"39";"2026 Jan 17 12:00:00 AM";"75+"
"2024-2025";"2024 Nov 02 12:00:00 AM";"2025 Nov 01 12:00:00 AM";"10";"2024";"44";"7";"Physician Medical Office";"97,377";"846,073";"39";"2026 Jan 17 12:00:00 AM";"65+"
"2024-2025";"2024 Nov 02 12:00:00 AM";"2025 Nov 01 12:00:00 AM";"10";"2024";"44";"7";"Physician Medical Office";"219,786";"1,793,164";"39";"2026 Jan 17 12:00:00 AM";"18+"
"2024-2025";"2024 Nov 09 12:00:00 AM";"2025 Nov 08 12:00:00 AM";"11";"2024";"45";"7";"Physician Medical Office";"104,158";"1,051,250";"39";"2026 Jan 17 12:00:00 AM";"18-64"
"2024-2025";"2024 Nov 09 12:00:00 AM";"2025 Nov 08 12:00:00 AM";"11";"2024";"45";"7";"Physician Medical Office";"78,571";"924,644";"39";"2026 Jan 17 12:00:00 AM";"65+"
"2024-2025";"2024 Nov 09 12:00:00 AM";"2025 Nov 08 12:00:00 AM";"11";"2024";"45";"7";"Physician Medical Office";"59,259";"641,088";"39";"2026 Jan 17 12:00:00 AM";"60-74"
"2024-2025";"2024 Nov 02 12:00:00 AM";"2025 Nov 01 12:00:00 AM";"10";"2024";"44";"7";"Physician Medical Office";"71,977";"581,829";"39";"2026 Jan 17 12:00:00 AM";"60-74"
"2024-2025";"2024 Nov 09 12:00:00 AM";"2025 Nov 08 12:00:00 AM";"11";"2024";"45";"7";"Physician Medical Office";"46,774";"487,077";"39";"2026 Jan 17 12:00:00 AM";"50-64"
"2024-2025";"2024 Nov 09 12:00:00 AM";"2025 Nov 08 12:00:00 AM";"11";"2024";"45";"7";"Physician Medical Office";"39,203";"494,275";"39";"2026 Jan 17 12:00:00 AM";"75+"
"2024-2025";"2024 Nov 02 12:00:00 AM";"2025 Nov 01 12:00:00 AM";"10";"2024";"44";"7";"Physician Medical Office";"66,487";"506,785";"39";"2026 Jan 17 12:00:00 AM";"18-49"
"2024-2025";"2024 Nov 02 12:00:00 AM";"2025 Nov 01 12:00:00 AM";"10";"2024";"44";"6";"Pharmacy";"339,843";"4,125,672";"29";"2026 Jan 17 12:00:00 AM";"50-64"
"2024-2025";"2024 Nov 16 12:00:00 AM";"2025 Nov 15 12:00:00 AM";"12";"2024";"46";"6";"Pharmacy";"554,711";"12,771,099";"29";"2026 Jan 17 12:00:00 AM";"65+"
"2024-2025";"2024 Nov 02 12:00:00 AM";"2025 Nov 01 12:00:00 AM";"10";"2024";"44";"6";"Pharmacy";"700,355";"8,150,398";"29";"2026 Jan 17 12:00:00 AM";"18-64"
"2024-2025";"2024 Nov 02 12:00:00 AM";"2025 Nov 01 12:00:00 AM";"10";"2024";"44";"6";"Pharmacy";"382,694";"5,574,895";"29";"2026 Jan 17 12:00:00 AM";"75+"
"2024-2025";"2024 Nov 16 12:00:00 AM";"2025 Nov 15 12:00:00 AM";"12";"2024";"46";"6";"Pharmacy";"542,815";"9,291,419";"29";"2026 Jan 17 12:00:00 AM";"18-64"
"2024-2025";"2024 Nov 02 12:00:00 AM";"2025 Nov 01 12:00:00 AM";"10";"2024";"44";"6";"Pharmacy";"584,209";"7,924,243";"29";"2026 Jan 17 12:00:00 AM";"60-74"
"2024-2025";"2024 Nov 09 12:00:00 AM";"2025 Nov 08 12:00:00 AM";"11";"2024";"45";"6";"Pharmacy";"465,160";"8,389,403";"29";"2026 Jan 17 12:00:00 AM";"60-74"
"2024-2025";"2024 Nov 16 12:00:00 AM";"2025 Nov 15 12:00:00 AM";"12";"2024";"46";"6";"Pharmacy";"249,976";"4,655,238";"29";"2026 Jan 17 12:00:00 AM";"50-64"
"2024-2025";"2024 Nov 16 12:00:00 AM";"2025 Nov 15 12:00:00 AM";"12";"2024";"46";"6";"Pharmacy";"253,390";"6,116,929";"29";"2026 Jan 17 12:00:00 AM";"75+"
"2024-2025";"2024 Nov 09 12:00:00 AM";"2025 Nov 08 12:00:00 AM";"11";"2024";"45";"6";"Pharmacy";"279,590";"4,405,262";"29";"2026 Jan 17 12:00:00 AM";"50-64"
"2024-2025";"2024 Nov 09 12:00:00 AM";"2025 Nov 08 12:00:00 AM";"11";"2024";"45";"6";"Pharmacy";"288,644";"5,863,539";"29";"2026 Jan 17 12:00:00 AM";"75+"
"2024-2025";"2024 Nov 02 12:00:00 AM";"2025 Nov 01 12:00:00 AM";"10";"2024";"44";"6";"Pharmacy";"814,254";"11,585,811";"29";"2026 Jan 17 12:00:00 AM";"65+"
"2024-2025";"2024 Nov 02 12:00:00 AM";"2025 Nov 01 12:00:00 AM";"10";"2024";"44";"6";"Pharmacy";"360,512";"4,024,725";"29";"2026 Jan 17 12:00:00 AM";"18-49"
"2024-2025";"2024 Nov 09 12:00:00 AM";"2025 Nov 08 12:00:00 AM";"11";"2024";"45";"6";"Pharmacy";"630,577";"12,216,388";"29";"2026 Jan 17 12:00:00 AM";"65+"
"2024-2025";"2024 Nov 09 12:00:00 AM";"2025 Nov 08 12:00:00 AM";"11";"2024";"45";"6";"Pharmacy";"318,616";"4,343,341";"29";"2026 Jan 17 12:00:00 AM";"18-49"
"2024-2025";"2024 Nov 09 12:00:00 AM";"2025 Nov 08 12:00:00 AM";"11";"2024";"45";"6";"Pharmacy";"1,228,783";"20,964,990";"29";"2026 Jan 17 12:00:00 AM";"18+"
"2024-2025";"2024 Nov 02 12:00:00 AM";"2025 Nov 01 12:00:00 AM";"10";"2024";"44";"6";"Pharmacy";"1,514,609";"19,736,207";"29";"2026 Jan 17 12:00:00 AM";"18+"
"2024-2025";"2024 Nov 16 12:00:00 AM";"2025 Nov 15 12:00:00 AM";"12";"2024";"46";"6";"Pharmacy";"292,839";"4,636,180";"29";"2026 Jan 17 12:00:00 AM";"18-49"
"2024-2025";"2024 Nov 16 12:00:00 AM";"2025 Nov 15 12:00:00 AM";"12";"2024";"46";"6";"Pharmacy";"1,097,526";"22,062,516";"29";"2026 Jan 17 12:00:00 AM";"18+"
"2024-2025";"2024 Nov 16 12:00:00 AM";"2025 Nov 15 12:00:00 AM";"12";"2024";"46";"6";"Pharmacy";"410,858";"8,800,261";"29";"2026 Jan 17 12:00:00 AM";"60-74"
"2024-2025";"2024 Nov 09 12:00:00 AM";"2025 Nov 08 12:00:00 AM";"11";"2024";"45";"6";"Pharmacy";"598,206";"8,748,604";"29";"2026 Jan 17 12:00:00 AM";"18-64"
"2024-2025";"2024 Nov 30 12:00:00 AM";"2025 Nov 29 12:00:00 AM";"14";"2024";"48";"6";"Pharmacy";"188,768";"5,074,532";"29";"2026 Jan 17 12:00:00 AM";"18-49"
"2024-2025";"2024 Dec 21 12:00:00 AM";"2025 Dec 20 12:00:00 AM";"17";"2024";"51";"6";"Pharmacy";"182,832";"14,155,025";"29";"2026 Jan 17 12:00:00 AM";"65+"
"2024-2025";"2024 Nov 23 12:00:00 AM";"2025 Nov 22 12:00:00 AM";"13";"2024";"47";"6";"Pharmacy";"249,584";"4,885,764";"29";"2026 Jan 17 12:00:00 AM";"18-49"
"2024-2025";"2024 Dec 07 12:00:00 AM";"2025 Dec 06 12:00:00 AM";"15";"2024";"49";"6";"Pharmacy";"272,519";"13,741,821";"29";"2026 Jan 17 12:00:00 AM";"65+"
"2024-2025";"2024 Dec 07 12:00:00 AM";"2025 Dec 06 12:00:00 AM";"15";"2024";"49";"6";"Pharmacy";"529,360";"24,082,143";"29";"2026 Jan 17 12:00:00 AM";"18+"
