Entity,Day,"Daily new confirmed cases of COVID-19 per million people (rolling 7-day average, right-aligned)"
Netherlands,2021-08-19,132.44135
Netherlands,2021-08-20,132.44135
Netherlands,2021-08-21,132.44135
Netherlands,2021-08-22,134.69937
Netherlands,2021-08-23,134.69937
Netherlands,2021-08-24,134.69937
Netherlands,2021-08-25,134.69937
Netherlands,2021-08-26,134.69937
Netherlands,2021-08-27,134.69937
Netherlands,2021-08-28,134.69937
Netherlands,2021-08-29,140.28459
Netherlands,2021-08-30,140.28459
Netherlands,2021-08-31,140.28459
Netherlands,2021-09-01,140.28459
Netherlands,2021-09-02,140.28459
Netherlands,2021-09-03,140.28459
Netherlands,2021-09-04,140.28459
Netherlands,2021-09-05,139.75
Netherlands,2021-09-06,139.75
Netherlands,2021-09-07,139.75
Netherlands,2021-09-08,139.75
Netherlands,2021-09-09,139.75
Netherlands,2021-09-10,139.75
Netherlands,2021-09-11,139.75
Netherlands,2021-09-12,129.17001
Netherlands,2021-09-13,129.17001
Netherlands,2021-09-14,129.17001
Netherlands,2021-09-15,129.17001
Netherlands,2021-09-16,129.17001
Netherlands,2021-09-17,129.17001
Netherlands,2021-09-18,129.17001
Netherlands,2021-09-19,108.79196
Netherlands,2021-09-20,108.79196
Netherlands,2021-09-21,108.79196
Netherlands,2021-09-22,108.79196
Netherlands,2021-09-23,108.79196
Netherlands,2021-09-24,108.79196
Netherlands,2021-09-25,108.79196
Netherlands,2021-09-26,92.81826
Netherlands,2021-09-27,92.81826
Netherlands,2021-09-28,92.81826
Netherlands,2021-09-29,92.81826
Netherlands,2021-09-30,92.81826
Netherlands,2021-10-01,92.81826
Netherlands,2021-10-02,92.81826
Netherlands,2021-10-03,94.71723
Netherlands,2021-10-04,94.71723
Netherlands,2021-10-05,94.71723
Netherlands,2021-10-06,94.71723
Netherlands,2021-10-07,94.71723
Netherlands,2021-10-08,94.71723
Netherlands,2021-10-09,94.71723
Netherlands,2021-10-10,137.88295
Netherlands,2021-10-11,137.88295
Netherlands,2021-10-12,137.88295
Netherlands,2021-10-13,137.88295
Netherlands,2021-10-14,137.88295
Netherlands,2021-10-15,137.88295
Netherlands,2021-10-16,137.88295
Netherlands,2021-10-17,201.94533
Netherlands,2021-10-18,201.94533
Netherlands,2021-10-19,201.94533
Netherlands,2021-10-20,201.94533
Netherlands,2021-10-21,201.94533
Netherlands,2021-10-22,201.94533
Netherlands,2021-10-23,201.94533
Netherlands,2021-10-24,301.43393
Netherlands,2021-10-25,301.43393
Netherlands,2021-10-26,301.43393
Netherlands,2021-10-27,301.43393
Netherlands,2021-10-28,301.43393
Netherlands,2021-10-29,301.43393
Netherlands,2021-10-30,301.43393
Netherlands,2021-10-31,426.9576
Netherlands,2021-11-01,426.9576
Netherlands,2021-11-02,426.9576
Netherlands,2021-11-03,426.9576
Netherlands,2021-11-04,426.9576
Netherlands,2021-11-05,426.9576
Netherlands,2021-11-06,426.9576
Netherlands,2021-11-07,605.24554
Netherlands,2021-11-08,605.24554
Netherlands,2021-11-09,605.24554
Netherlands,2021-11-10,605.24554
Netherlands,2021-11-11,605.24554
Netherlands,2021-11-12,605.24554
Netherlands,2021-11-13,605.24554
Netherlands,2021-11-14,915.1451
Netherlands,2021-11-15,915.1451
Netherlands,2021-11-16,915.1451
Netherlands,2021-11-17,915.1451
Netherlands,2021-11-18,915.1451
Netherlands,2021-11-19,915.1451
Netherlands,2021-11-20,915.1451
Netherlands,2021-11-21,1229.2654
Netherlands,2021-11-22,1229.2654
Netherlands,2021-11-23,1229.2654
Netherlands,2021-11-24,1229.2654
Netherlands,2021-11-25,1229.2654
Netherlands,2021-11-26,1229.2654
Netherlands,2021-11-27,1229.2654
Netherlands,2021-11-28,1233.1193
Netherlands,2021-11-29,1233.1193
Netherlands,2021-11-30,1233.1193
Netherlands,2021-12-01,1233.1193
Netherlands,2021-12-02,1233.1193
Netherlands,2021-12-03,1233.1193
Netherlands,2021-12-04,1233.1193
Netherlands,2021-12-05,1156.0353
Netherlands,2021-12-06,1156.0353
Netherlands,2021-12-07,1156.0353
Netherlands,2021-12-08,1156.0353
Netherlands,2021-12-09,1156.0353
Netherlands,2021-12-10,1156.0353
Netherlands,2021-12-11,1156.0353
Netherlands,2021-12-12,926.9219
Netherlands,2021-12-13,926.9219
Netherlands,2021-12-14,926.9219
Netherlands,2021-12-15,926.9219
Netherlands,2021-12-16,926.9219
Netherlands,2021-12-17,926.9219
Netherlands,2021-12-18,926.9219
Netherlands,2021-12-19,762.93207
Netherlands,2021-12-20,762.93207
Netherlands,2021-12-21,762.93207
Netherlands,2021-12-22,762.93207
Netherlands,2021-12-23,762.93207
Netherlands,2021-12-24,762.93207
Netherlands,2021-12-25,762.93207
Netherlands,2021-12-26,678.0927
Netherlands,2021-12-27,678.0927
Netherlands,2021-12-28,678.0927
Netherlands,2021-12-29,678.0927
Netherlands,2021-12-30,678.0927
Netherlands,2021-12-31,678.0927
Netherlands,2022-01-01,678.0927
Netherlands,2022-01-02,873.87036
Netherlands,2022-01-03,873.87036
Netherlands,2022-01-04,873.87036
Netherlands,2022-01-05,873.87036
Netherlands,2022-01-06,873.87036
Netherlands,2022-01-07,873.87036
Netherlands,2022-01-08,873.87036
Netherlands,2022-01-09,1610.8632
Netherlands,2022-01-10,1610.8632
Netherlands,2022-01-11,1610.8632
Netherlands,2022-01-12,1610.8632
Netherlands,2022-01-13,1610.8632
Netherlands,2022-01-14,1610.8632
Netherlands,2022-01-15,1610.8632
Netherlands,2022-01-16,2009.759
Netherlands,2022-01-17,2009.759
Netherlands,2022-01-18,2009.759
Netherlands,2022-01-19,2009.759
Netherlands,2022-01-20,2009.759
Netherlands,2022-01-21,2009.759
Netherlands,2022-01-22,2009.759
Netherlands,2022-01-23,3382.5005
Netherlands,2022-01-24,3382.5005
Netherlands,2022-01-25,3382.5005
Netherlands,2022-01-26,3382.5005
Netherlands,2022-01-27,3382.5005
Netherlands,2022-01-28,3382.5005
Netherlands,2022-01-29,3382.5005
Netherlands,2022-01-30,4648.0537
Netherlands,2022-01-31,4648.0537
Netherlands,2022-02-01,4648.0537
Netherlands,2022-02-02,4648.0537
Netherlands,2022-02-03,4648.0537
Netherlands,2022-02-04,4648.0537
Netherlands,2022-02-05,4648.0537
Netherlands,2022-02-06,4997.1855
Netherlands,2022-02-07,4997.1855
Netherlands,2022-02-08,4997.1855
Netherlands,2022-02-09,4997.1855
Netherlands,2022-02-10,4997.1855
Netherlands,2022-02-11,4997.1855
Netherlands,2022-02-12,4997.1855
Netherlands,2022-02-13,4098.6763
Netherlands,2022-02-14,4098.6763
Netherlands,2022-02-15,4098.6763
Netherlands,2022-02-16,4098.6763
Netherlands,2022-02-17,4098.6763
Netherlands,2022-02-18,4098.6763
Netherlands,2022-02-19,4098.6763
Netherlands,2022-02-20,2606.8901
Netherlands,2022-02-21,2606.8901
Netherlands,2022-02-22,2606.8901
Netherlands,2022-02-23,2606.8901
Netherlands,2022-02-24,2606.8901
Netherlands,2022-02-25,2606.8901
Netherlands,2022-02-26,2606.8901
Netherlands,2022-02-27,1942.4174
Netherlands,2022-02-28,1942.4174
Netherlands,2022-03-01,1942.4174
Netherlands,2022-03-02,1942.4174
Netherlands,2022-03-03,1942.4174
Netherlands,2022-03-04,1942.4174
Netherlands,2022-03-05,1942.4174
Netherlands,2022-03-06,3259.0674
Netherlands,2022-03-07,3259.0674
Netherlands,2022-03-08,3259.0674
Netherlands,2022-03-09,3259.0674
Netherlands,2022-03-10,3259.0674
Netherlands,2022-03-11,3259.0674
Netherlands,2022-03-12,3259.0674
Netherlands,2022-03-13,3575.7969
Netherlands,2022-03-14,3575.7969
Netherlands,2022-03-15,3575.7969
Netherlands,2022-03-16,3575.7969
Netherlands,2022-03-17,3575.7969
Netherlands,2022-03-18,3575.7969
Netherlands,2022-03-19,3575.7969
Netherlands,2022-03-20,2585.754
Netherlands,2022-03-21,2585.754
Netherlands,2022-03-22,2585.754
Netherlands,2022-03-23,2585.754
Netherlands,2022-03-24,2585.754
Netherlands,2022-03-25,2585.754
Netherlands,2022-03-26,2585.754
Netherlands,2022-03-27,1848.4261
Netherlands,2022-03-28,1848.4261
Netherlands,2022-03-29,1848.4261
Netherlands,2022-03-30,1848.4261
Netherlands,2022-03-31,1848.4261
Netherlands,2022-04-01,1848.4261
Netherlands,2022-04-02,1848.4261
Netherlands,2022-04-03,1158.5327
Netherlands,2022-04-04,1158.5327
Netherlands,2022-04-05,1158.5327
Netherlands,2022-04-06,1158.5327
Netherlands,2022-04-07,1158.5327
Netherlands,2022-04-08,1158.5327
Netherlands,2022-04-09,1158.5327
Netherlands,2022-04-10,588.09894
Netherlands,2022-04-11,588.09894
Netherlands,2022-04-12,588.09894
Netherlands,2022-04-13,588.09894
Netherlands,2022-04-14,588.09894
Netherlands,2022-04-15,588.09894
Netherlands,2022-04-16,588.09894
Netherlands,2022-04-17,225.58675
Netherlands,2022-04-18,225.58675
Netherlands,2022-04-19,225.58675
Netherlands,2022-04-20,225.58675
Netherlands,2022-04-21,225.58675
Netherlands,2022-04-22,225.58675
Netherlands,2022-04-23,225.58675
Netherlands,2022-04-24,131.88283
Netherlands,2022-04-25,131.88283
Netherlands,2022-04-26,131.88283
Netherlands,2022-04-27,131.88283
Netherlands,2022-04-28,131.88283
Netherlands,2022-04-29,131.88283
Netherlands,2022-04-30,131.88283
Netherlands,2022-05-01,82.50955
Netherlands,2022-05-02,82.50955
Netherlands,2022-05-03,82.50955
Netherlands,2022-05-04,82.50955
Netherlands,2022-05-05,82.50955
Netherlands,2022-05-06,82.50955
Netherlands,2022-05-07,82.50955
Netherlands,2022-05-08,81.26485
Netherlands,2022-05-09,81.26485
Netherlands,2022-05-10,81.26485
Netherlands,2022-05-11,81.26485
Netherlands,2022-05-12,81.26485
Netherlands,2022-05-13,81.26485
Netherlands,2022-05-14,81.26485
Netherlands,2022-05-15,67.29383
Netherlands,2022-05-16,67.29383
Netherlands,2022-05-17,67.29383
Netherlands,2022-05-18,67.29383
Netherlands,2022-05-19,67.29383
Netherlands,2022-05-20,67.29383
Netherlands,2022-05-21,67.29383
Netherlands,2022-05-22,60.328278
Netherlands,2022-05-23,60.328278
Netherlands,2022-05-24,60.328278
Netherlands,2022-05-25,60.328278
Netherlands,2022-05-26,60.328278
Netherlands,2022-05-27,60.328278
Netherlands,2022-05-28,60.328278
Netherlands,2022-05-29,54.57551
Netherlands,2022-05-30,54.57551
Netherlands,2022-05-31,54.57551
Netherlands,2022-06-01,54.57551
Netherlands,2022-06-02,54.57551
Netherlands,2022-06-03,54.57551
Netherlands,2022-06-04,54.57551
Netherlands,2022-06-05,74.7461
Netherlands,2022-06-06,74.7461
Netherlands,2022-06-07,74.7461
Netherlands,2022-06-08,74.7461
Netherlands,2022-06-09,74.7461
Netherlands,2022-06-10,74.7461
Netherlands,2022-06-11,74.7461
Netherlands,2022-06-12,113.01279
Netherlands,2022-06-13,113.01279
Netherlands,2022-06-14,113.01279
Netherlands,2022-06-15,113.01279
Netherlands,2022-06-16,113.01279
Netherlands,2022-06-17,113.01279
Netherlands,2022-06-18,113.01279
Netherlands,2022-06-19,197.11014
Netherlands,2022-06-20,197.11014
Netherlands,2022-06-21,197.11014
Netherlands,2022-06-22,197.11014
Netherlands,2022-06-23,197.11014
Netherlands,2022-06-24,197.11014
Netherlands,2022-06-25,197.11014
Netherlands,2022-06-26,267.34818
Netherlands,2022-06-27,267.34818
Netherlands,2022-06-28,267.34818
Netherlands,2022-06-29,267.34818
Netherlands,2022-06-30,267.34818
Netherlands,2022-07-01,267.34818
Netherlands,2022-07-02,267.34818
Netherlands,2022-07-03,306.2851
Netherlands,2022-07-04,306.2851
Netherlands,2022-07-05,306.2851
Netherlands,2022-07-06,306.2851
Netherlands,2022-07-07,306.2851
Netherlands,2022-07-08,306.2851
Netherlands,2022-07-09,306.2851
Netherlands,2022-07-10,341.12085
Netherlands,2022-07-11,341.12085
Netherlands,2022-07-12,341.12085
Netherlands,2022-07-13,341.12085
Netherlands,2022-07-14,341.12085
Netherlands,2022-07-15,341.12085
Netherlands,2022-07-16,341.12085
Netherlands,2022-07-17,325.0913
Netherlands,2022-07-18,325.0913
Netherlands,2022-07-19,325.0913
Netherlands,2022-07-20,325.0913
Netherlands,2022-07-21,325.0913
Netherlands,2022-07-22,325.0913
Netherlands,2022-07-23,325.0913
Netherlands,2022-07-24,225.7543
Netherlands,2022-07-25,225.7543
Netherlands,2022-07-26,225.7543
Netherlands,2022-07-27,225.7543
Netherlands,2022-07-28,225.7543
Netherlands,2022-07-29,225.7543
Netherlands,2022-07-30,225.7543
Netherlands,2022-07-31,181.05664
Netherlands,2022-08-01,181.05664
Netherlands,2022-08-02,181.05664
Netherlands,2022-08-03,181.05664
Netherlands,2022-08-04,181.05664
Netherlands,2022-08-05,181.05664
Netherlands,2022-08-06,181.05664
Netherlands,2022-08-07,126.51305
Netherlands,2022-08-08,126.51305
Netherlands,2022-08-09,126.51305
Netherlands,2022-08-10,126.51305
Netherlands,2022-08-11,126.51305
Netherlands,2022-08-12,126.51305
Netherlands,2022-08-13,126.51305
Netherlands,2022-08-14,93.99115
Netherlands,2022-08-15,93.99115
Netherlands,2022-08-16,93.99115
Netherlands,2022-08-17,93.99115
Netherlands,2022-08-18,93.99115
Netherlands,2022-08-19,93.99115
Netherlands,2022-08-20,93.99115
Netherlands,2022-08-21,74.2195
Netherlands,2022-08-22,74.2195
Netherlands,2022-08-23,74.2195
Netherlands,2022-08-24,74.2195
Netherlands,2022-08-25,74.2195
Netherlands,2022-08-26,74.2195
Netherlands,2022-08-27,74.2195
Netherlands,2022-08-28,61.93203
Netherlands,2022-08-29,61.93203
Netherlands,2022-08-30,61.93203
Netherlands,2022-08-31,61.93203
Netherlands,2022-09-01,61.93203
Netherlands,2022-09-02,61.93203
Netherlands,2022-09-03,61.93203
Netherlands,2022-09-04,61.261806
Netherlands,2022-09-05,61.261806
Netherlands,2022-09-06,61.261806
Netherlands,2022-09-07,61.261806
Netherlands,2022-09-08,61.261806
Netherlands,2022-09-09,61.261806
Netherlands,2022-09-10,61.261806
Netherlands,2022-09-11,66.58372
Netherlands,2022-09-12,66.58372
Netherlands,2022-09-13,66.58372
Netherlands,2022-09-14,66.58372
Netherlands,2022-09-15,66.58372
Netherlands,2022-09-16,66.58372
Netherlands,2022-09-17,66.58372
Netherlands,2022-09-18,68.98536
Netherlands,2022-09-19,68.98536
Netherlands,2022-09-20,68.98536
Netherlands,2022-09-21,68.98536
Netherlands,2022-09-22,68.98536
Netherlands,2022-09-23,68.98536
Netherlands,2022-09-24,68.98536
Netherlands,2022-09-25,92.052284
Netherlands,2022-09-26,92.052284
Netherlands,2022-09-27,92.052284
Netherlands,2022-09-28,92.052284
Netherlands,2022-09-29,92.052284
Netherlands,2022-09-30,92.052284
Netherlands,2022-10-01,92.052284
Netherlands,2022-10-02,145.9815
Netherlands,2022-10-03,145.9815
Netherlands,2022-10-04,145.9815
Netherlands,2022-10-05,145.9815
Netherlands,2022-10-06,145.9815
Netherlands,2022-10-07,145.9815
Netherlands,2022-10-08,145.9815
Netherlands,2022-10-09,190.99034
Netherlands,2022-10-10,190.99034
Netherlands,2022-10-11,190.99034
Netherlands,2022-10-12,190.99034
Netherlands,2022-10-13,190.99034
Netherlands,2022-10-14,190.99034
Netherlands,2022-10-15,190.99034
Netherlands,2022-10-16,180.7694
Netherlands,2022-10-17,180.7694
Netherlands,2022-10-18,180.7694
Netherlands,2022-10-19,180.7694
Netherlands,2022-10-20,180.7694
Netherlands,2022-10-21,180.7694
Netherlands,2022-10-22,180.7694
Netherlands,2022-10-23,146.90706
Netherlands,2022-10-24,146.90706
Netherlands,2022-10-25,146.90706
Netherlands,2022-10-26,146.90706
Netherlands,2022-10-27,146.90706
Netherlands,2022-10-28,146.90706
Netherlands,2022-10-29,146.90706
Netherlands,2022-10-30,101.53917
Netherlands,2022-10-31,101.53917
Netherlands,2022-11-01,101.53917
Netherlands,2022-11-02,101.53917
Netherlands,2022-11-03,101.53917
Netherlands,2022-11-04,101.53917
Netherlands,2022-11-05,101.53917
Netherlands,2022-11-06,65.666145
Netherlands,2022-11-07,65.666145
Netherlands,2022-11-08,65.666145
Netherlands,2022-11-09,65.666145
Netherlands,2022-11-10,65.666145
Netherlands,2022-11-11,65.666145
Netherlands,2022-11-12,65.666145
Netherlands,2022-11-13,49.038166
Netherlands,2022-11-14,49.038166
Netherlands,2022-11-15,49.038166
Netherlands,2022-11-16,49.038166
Netherlands,2022-11-17,49.038166
Netherlands,2022-11-18,49.038166
Netherlands,2022-11-19,49.038166
Netherlands,2022-11-20,43.740196
Netherlands,2022-11-21,43.740196
Netherlands,2022-11-22,43.740196
Netherlands,2022-11-23,43.740196
Netherlands,2022-11-24,43.740196
Netherlands,2022-11-25,43.740196
Netherlands,2022-11-26,43.740196
Netherlands,2022-11-27,40.93961
Netherlands,2022-11-28,40.93961
Netherlands,2022-11-29,40.93961
Netherlands,2022-11-30,40.93961
Netherlands,2022-12-01,40.93961
Netherlands,2022-12-02,40.93961
Netherlands,2022-12-03,40.93961
Netherlands,2022-12-04,44.147118
Netherlands,2022-12-05,44.147118
Netherlands,2022-12-06,44.147118
Netherlands,2022-12-07,44.147118
Netherlands,2022-12-08,44.147118
Netherlands,2022-12-09,44.147118
Netherlands,2022-12-10,44.147118
Netherlands,2022-12-11,45.535442
Netherlands,2022-12-12,45.535442
Netherlands,2022-12-13,45.535442
Netherlands,2022-12-14,45.535442
Netherlands,2022-12-15,45.535442
Netherlands,2022-12-16,45.535442
Netherlands,2022-12-17,45.535442
Netherlands,2022-12-18,48.615288
Netherlands,2022-12-19,48.615288
Netherlands,2022-12-20,48.615288
Netherlands,2022-12-21,48.615288
Netherlands,2022-12-22,48.615288
Netherlands,2022-12-23,48.615288
Netherlands,2022-12-24,48.615288
Netherlands,2022-12-25,58.477177
Netherlands,2022-12-26,58.477177
Netherlands,2022-12-27,58.477177
Netherlands,2022-12-28,58.477177
Netherlands,2022-12-29,58.477177
Netherlands,2022-12-30,58.477177
Netherlands,2022-12-31,58.477177
Netherlands,2023-01-01,46.31737
Netherlands,2023-01-02,46.31737
Netherlands,2023-01-03,46.31737
Netherlands,2023-01-04,46.31737
Netherlands,2023-01-05,46.31737
Netherlands,2023-01-06,46.31737
Netherlands,2023-01-07,46.31737
Netherlands,2023-01-08,35.019283
Netherlands,2023-01-09,35.019283
Netherlands,2023-01-10,35.019283
Netherlands,2023-01-11,35.019283
Netherlands,2023-01-12,35.019283
Netherlands,2023-01-13,35.019283
Netherlands,2023-01-14,35.019283
Netherlands,2023-01-15,19.420582
Netherlands,2023-01-16,19.420582
Netherlands,2023-01-17,19.420582
Netherlands,2023-01-18,19.420582
Netherlands,2023-01-19,19.420582
Netherlands,2023-01-20,19.420582
Netherlands,2023-01-21,19.420582
Netherlands,2023-01-22,13.994947
Netherlands,2023-01-23,13.994947
Netherlands,2023-01-24,13.994947
Netherlands,2023-01-25,13.994947
Netherlands,2023-01-26,13.994947
Netherlands,2023-01-27,13.994947
Netherlands,2023-01-28,13.994947
Netherlands,2023-01-29,15.096032
Netherlands,2023-01-30,15.096032
Netherlands,2023-01-31,15.096032
Netherlands,2023-02-01,15.096032
Netherlands,2023-02-02,15.096032
Netherlands,2023-02-03,15.096032
Netherlands,2023-02-04,15.096032
Netherlands,2023-02-05,19.588139
Netherlands,2023-02-06,19.588139
Netherlands,2023-02-07,19.588139
Netherlands,2023-02-08,19.588139
Netherlands,2023-02-09,19.588139
Netherlands,2023-02-10,19.588139
Netherlands,2023-02-11,19.588139
Netherlands,2023-02-12,22.747774
Netherlands,2023-02-13,22.747774
Netherlands,2023-02-14,22.747774
Netherlands,2023-02-15,22.747774
Netherlands,2023-02-16,22.747774
Netherlands,2023-02-17,22.747774
Netherlands,2023-02-18,22.747774
Netherlands,2023-02-19,31.50858
Netherlands,2023-02-20,31.50858
Netherlands,2023-02-21,31.50858
Netherlands,2023-02-22,31.50858
Netherlands,2023-02-23,31.50858
Netherlands,2023-02-24,31.50858
Netherlands,2023-02-25,31.50858
Netherlands,2023-02-26,36.918255
Netherlands,2023-02-27,36.918255
Netherlands,2023-02-28,36.918255
Netherlands,2023-03-01,36.918255
Netherlands,2023-03-02,36.918255
Netherlands,2023-03-03,36.918255
Netherlands,2023-03-04,36.918255
Netherlands,2023-03-05,33.13627
Netherlands,2023-03-06,33.13627
Netherlands,2023-03-07,33.13627
Netherlands,2023-03-08,33.13627
Netherlands,2023-03-09,33.13627
Netherlands,2023-03-10,33.13627
Netherlands,2023-03-11,33.13627
Netherlands,2023-03-12,30.798458
Netherlands,2023-03-13,30.798458
Netherlands,2023-03-14,30.798458
Netherlands,2023-03-15,30.798458
Netherlands,2023-03-16,30.798458
Netherlands,2023-03-17,30.798458
Netherlands,2023-03-18,30.798458
Netherlands,2023-03-19,22.492449
Netherlands,2023-03-20,22.492449
Netherlands,2023-03-21,22.492449
Netherlands,2023-03-22,22.492449
Netherlands,2023-03-23,22.492449
Netherlands,2023-03-24,22.492449
Netherlands,2023-03-25,22.492449
Netherlands,2023-03-26,14.872623
Netherlands,2023-03-27,14.872623
Netherlands,2023-03-28,14.872623
Netherlands,2023-03-29,14.872623
Netherlands,2023-03-30,14.872623
Netherlands,2023-03-31,14.872623
Netherlands,2023-04-01,14.872623
Netherlands,2023-04-02,11.720968
Netherlands,2023-04-03,11.720968
United States,2021-06-22,33.861088
United States,2021-06-23,33.983643
United States,2021-06-24,34.26473
United States,2021-06-25,34.524483
United States,2021-06-26,35.397854
United States,2021-06-27,36.656876
United States,2021-06-28,37.051735
United States,2021-06-29,37.733112
United States,2021-06-30,38.5153
United States,2021-07-01,39.446392
United States,2021-07-02,38.525337
United States,2021-07-03,39.786037
United States,2021-07-04,40.58872
United States,2021-07-05,40.544796
United States,2021-07-06,40.45403
United States,2021-07-07,39.914032
United States,2021-07-08,41.774544
United States,2021-07-09,46.37438
United States,2021-07-10,115.370636
United States,2021-07-11,119.841644
United States,2021-07-12,123.05655
United States,2021-07-13,125.67624
United States,2021-07-14,133.9352
United States,2021-07-15,140.2161
United States,2021-07-16,146.76764
United States,2021-07-17,86.96059
United States,2021-07-18,93.10053
United States,2021-07-19,97.81204
United States,2021-07-20,102.52649
United States,2021-07-21,109.34572
United States,2021-07-22,116.06415
United States,2021-07-23,125.69046
United States,2021-07-24,138.72116
United States,2021-07-25,150.17412
United States,2021-07-26,159.2324
United States,2021-07-27,165.5957
United States,2021-07-28,176.49193
United States,2021-07-29,191.03346
United States,2021-07-30,202.67673
United States,2021-07-31,214.24596
United States,2021-08-01,228.83559
United States,2021-08-02,240.0338
United States,2021-08-03,247.55533
United States,2021-08-04,260.59064
United States,2021-08-05,270.8293
United States,2021-08-06,286.5918
United States,2021-08-07,298.5074
United States,2021-08-08,310.8061
United States,2021-08-09,327.40555
United States,2021-08-10,342.29718
United States,2021-08-11,338.3825
United States,2021-08-12,348.89975
United States,2021-08-13,355.86246
United States,2021-08-14,365.61133
United States,2021-08-15,370.7909
United States,2021-08-16,378.98752
United States,2021-08-17,384.81082
United States,2021-08-18,391.4636
United States,2021-08-19,397.74658
United States,2021-08-20,408.071
United States,2021-08-21,417.7839
United States,2021-08-22,426.63223
United States,2021-08-23,427.45874
United States,2021-08-24,433.21805
United States,2021-08-25,438.18304
United States,2021-08-26,443.1882
United States,2021-08-27,446.84482
United States,2021-08-28,451.81775
United States,2021-08-29,457.9715
United States,2021-08-30,461.40057
United States,2021-08-31,457.71594
United States,2021-09-01,465.15088
United States,2021-09-02,471.16867
United States,2021-09-03,479.8367
United States,2021-09-04,478.64294
United States,2021-09-05,478.61826
United States,2021-09-06,475.16327
United States,2021-09-07,478.26273
United States,2021-09-08,468.81125
United States,2021-09-09,442.82556
United States,2021-09-10,431.7888
United States,2021-09-11,431.91302
United States,2021-09-12,427.72144
United States,2021-09-13,432.6492
United States,2021-09-14,428.78262
United States,2021-09-15,430.02365
United States,2021-09-16,449.87985
United States,2021-09-17,446.48636
United States,2021-09-18,439.6353
United States,2021-09-19,433.9471
United States,2021-09-20,420.99338
United States,2021-09-21,412.9649
United States,2021-09-22,404.35126
United States,2021-09-23,392.15167
United States,2021-09-24,379.43677
United States,2021-09-25,367.2736
United States,2021-09-26,356.49823
United States,2021-09-27,345.45227
United States,2021-09-28,337.3351
United States,2021-09-29,341.07498
United States,2021-09-30,333.74292
United States,2021-10-01,327.07846
United States,2021-10-02,321.13303
United States,2021-10-03,316.0898
United States,2021-10-04,310.15106
United States,2021-10-05,306.55426
United States,2021-10-06,300.06964
United States,2021-10-07,294.35886
United States,2021-10-08,294.95532
United States,2021-10-09,290.35257
United States,2021-10-10,285.26083
United States,2021-10-11,280.50122
United States,2021-10-12,277.0755
United States,2021-10-13,271.2802
United States,2021-10-14,266.1935
United States,2021-10-15,257.02856
United States,2021-10-16,250.2662
United States,2021-10-17,243.53857
United States,2021-10-18,240.36508
United States,2021-10-19,235.84598
United States,2021-10-20,233.48729
United States,2021-10-21,229.70477
United States,2021-10-22,221.43202
United States,2021-10-23,217.542
United States,2021-10-24,212.71379
United States,2021-10-25,201.46706
United States,2021-10-26,193.27377
United States,2021-10-27,198.35086
United States,2021-10-28,207.21507
United States,2021-10-29,210.42119
United States,2021-10-30,216.92546
United States,2021-10-31,220.09352
United States,2021-11-01,219.60664
United States,2021-11-02,218.4731
United States,2021-11-03,232.43825
United States,2021-11-04,221.0635
United States,2021-11-05,218.79099
United States,2021-11-06,212.8217
United States,2021-11-07,213.41148
United States,2021-11-08,213.84525
United States,2021-11-09,216.42896
United States,2021-11-10,215.81995
United States,2021-11-11,219.28749
United States,2021-11-12,225.5546
United States,2021-11-13,219.19547
United States,2021-11-14,233.05771
United States,2021-11-15,246.98186
United States,2021-11-16,247.84729
United States,2021-11-17,255.0413
United States,2021-11-18,260.9106
United States,2021-11-19,265.9555
United States,2021-11-20,286.96283
United States,2021-11-21,283.12427
United States,2021-11-22,273.4695
United States,2021-11-23,275.62698
United States,2021-11-24,280.55768
United States,2021-11-25,282.29398
United States,2021-11-26,282.59723
United States,2021-11-27,261.2034
United States,2021-11-28,247.78705
United States,2021-11-29,250.13194
United States,2021-11-30,257.57147
United States,2021-12-01,235.86313
United States,2021-12-02,244.07147
United States,2021-12-03,255.17264
United States,2021-12-04,284.93164
United States,2021-12-05,314.13602
United States,2021-12-06,320.6411
United States,2021-12-07,320.12955
United States,2021-12-08,358.01074
United States,2021-12-09,360.04276
United States,2021-12-10,358.6344
United States,2021-12-11,355.9415
United States,2021-12-12,349.25153
United States,2021-12-13,347.83563
United States,2021-12-14,349.00473
United States,2021-12-15,349.69073
United States,2021-12-16,349.6464
United States,2021-12-17,356.66052
United States,2021-12-18,367.21667
United States,2021-12-19,376.08005
United States,2021-12-20,385.9586
United States,2021-12-21,404.40646
United States,2021-12-22,438.06802
United States,2021-12-23,470.64206
United States,2021-12-24,508.87543
United States,2021-12-25,557.45624
United States,2021-12-26,592.8792
United States,2021-12-27,604.69147
United States,2021-12-28,650.3138
United States,2021-12-29,733.2739
United States,2021-12-30,811.1561
United States,2021-12-31,910.0486
United States,2022-01-01,1037.9735
United States,2022-01-02,1134.3936
United States,2022-01-03,1212.6676
United States,2022-01-04,1287.78
United States,2022-01-05,1470.9435
United States,2022-01-06,1614.4138
United States,2022-01-07,1709.983
United States,2022-01-08,1799.4069
United States,2022-01-09,1958.7661
United States,2022-01-10,2019.7455
United States,2022-01-11,2059.7678
United States,2022-01-12,2211.6577
United States,2022-01-13,2241.3662
United States,2022-01-14,2305.401
United States,2022-01-15,2344.6636
United States,2022-01-16,2363.677
United States,2022-01-17,2370.8772
United States,2022-01-18,2342.516
