"rep","est_V","se_V","IRR_V","IRR_V_CI_Lower","IRR_V_CI_Upper","VE","VE_CI_Lower","VE_CI_Upper","n_event","p_val","n_calendar_group","seed"
26,-0.675315455807674,0.411277228305795,0.508995829588671,0.227318306837092,1.139709151205,0.491004170411329,-0.139709151204995,0.772681693162908,148,0.100590887451297,48,229924414
51,-0.644073038802812,0.381584270186648,0.525149109404406,0.248586485096589,1.10939895626701,0.474850890595594,-0.10939895626701,0.751413514903411,152,0.0914319616924894,46,317213374
326,-1.16243694715357,0.406049237836497,0.312723161722717,0.141101071074457,0.693090244695927,0.687276838277282,0.306909755304073,0.858898928925543,151,0.00419918174980574,41,424918821
251,-1.87784988172263,0.43617088665885,0.152918545497831,0.0650415416655344,0.359525327327281,0.847081454502169,0.640474672672719,0.934958458334466,140,1.6675378234205e-05,45,581127031
151,-1.84049612677184,0.188542591722968,0.158738652072564,0.109697048627051,0.229704991858832,0.841261347927436,0.770295008141168,0.890302951372949,135,1.64377148008495e-22,43,422312642
101,-1.00406207916459,0.385394879769488,0.366388116747943,0.172144306380726,0.77981232674178,0.633611883252057,0.22018767325822,0.827855693619274,159,0.00917988537196015,42,739718259
226,-1.04234624946497,0.415489374882161,0.35262636120389,0.156188688621682,0.796122636749221,0.64737363879611,0.203877363250779,0.843811311378318,144,0.0121169699384808,50,572936534
1,-1.14096095934698,0.412421383674973,0.319511836357954,0.142374834761192,0.717035519261993,0.680488163642046,0.282964480738007,0.857625165238808,150,0.00566627641167484,46,639481820
76,-0.951367019164364,0.406533199356927,0.386212702258668,0.17409442606606,0.856777869093544,0.613787297741332,0.143222130906456,0.82590557393394,154,0.019273666271723,48,591020902
201,-0.436710057052965,0.388543935157754,0.646158753426185,0.301724123823417,1.38378439661535,0.353841246573815,-0.383784396615346,0.698275876176583,154,0.261027576233188,47,243401885
126,-1.21438788759642,0.444238978545922,0.296891689771295,0.124297140435593,0.709144837494704,0.703108310228705,0.290855162505296,0.875702859564407,137,0.00626391534229119,50,644203596
801,-0.931786352633961,0.421369365489902,0.393849527458598,0.172448759471009,0.899498788829724,0.606150472541402,0.100501211170276,0.827551240528991,136,0.0270130535084503,49,442769053
301,-1.12798544217592,0.38787574271687,0.323684681542889,0.15134278306801,0.692281263378375,0.676315318457111,0.307718736621625,0.84865721693199,158,0.00363620061828262,48,533276535
276,-0.886867487405494,0.386356334413882,0.411944153982838,0.193184036378966,0.878426546941706,0.588055846017162,0.121573453058294,0.806815963621034,161,0.0217064834398183,48,433506260
401,-1.48057897261171,0.408270940298405,0.227505930542617,0.102204935324626,0.506423180716899,0.772494069457383,0.493576819283101,0.897795064675374,152,0.000287331293267519,47,901195476
351,-1.40183676252026,0.384269977843694,0.246144439597729,0.115904108635396,0.522734576523694,0.753855560402271,0.477265423476306,0.884095891364604,158,0.000264236430261969,48,439062396
426,-0.695732343271815,0.4017800070516,0.498709087971822,0.226908894743995,1.09608199672511,0.501290912028178,-0.0960819967251139,0.773091105256005,145,0.0833403349434116,39,206819772
176,-1.29389807789323,0.401281649154022,0.274199844792065,0.124880792351504,0.602058598990682,0.725800155207935,0.397941401009318,0.875119207648496,156,0.0012623086309444,44,190123584
476,-0.410531610271708,0.384977698450216,0.663297540606836,0.311899569978504,1.41059388894124,0.336702459393164,-0.410593888941238,0.688100430021496,153,0.286252964401882,47,508153937
651,-1.20934441376718,0.412783672195315,0.298392837556548,0.132869804376006,0.67011678028125,0.701607162443452,0.32988321971875,0.867130195623994,152,0.00339257419520089,41,710124950
726,-0.615427258671713,0.416379349389783,0.540409951138476,0.238946455579638,1.22221070231425,0.459590048861524,-0.222210702314249,0.761053544420362,128,0.139395834677507,44,751419659
601,-0.540386731208235,0.391922865329546,0.582522929010849,0.270213894442251,1.25579390920587,0.417477070989151,-0.255793909205875,0.729786105557749,148,0.167953684771962,48,332106197
826,-0.902747101211692,0.429368677197791,0.405454304434071,0.174768289114045,0.940635133624506,0.594545695565929,0.0593648663754943,0.825231710885955,135,0.0355096102322514,50,589880513
526,0.389196638435449,0.370645441103964,1.47579472076782,0.713726761284746,3.0515460201124,-0.475794720767824,-2.0515460201124,0.286273238715254,149,0.293694637667957,48,515894643
626,-0.435973291840592,0.385952404598159,0.646634996135366,0.303484086055717,1.37778828426021,0.353365003864634,-0.377788284260212,0.696515913944283,154,0.258643221112712,46,301974787
451,-0.75021332057513,0.172215652385836,0.472265797983225,0.336973900968736,0.661876137301878,0.527734202016775,0.338123862698122,0.663026099031264,156,1.32313564360391e-05,47,94769567
851,-0.667541618136489,0.371750448237928,0.512968100433049,0.247545937553473,1.06297956113722,0.487031899566951,-0.0629795611372164,0.752454062446527,171,0.0725468057214059,50,661917609
376,-1.00944284358508,0.168306875883659,0.364421963053949,0.26202424045833,0.506836187841994,0.635578036946051,0.493163812158006,0.73797575954167,165,2.00214585914866e-09,47,497726817
701,-0.592999285958812,0.384433447201977,0.552667189487477,0.260155695869326,1.1740700941232,0.447332810512523,-0.174070094123203,0.739844304130674,159,0.122945383710244,47,434864127
676,-0.963708920575933,0.386918764160033,0.381475396973927,0.178698408423474,0.814352404032376,0.618524603026073,0.185647595967624,0.821301591576526,155,0.0127482116835437,50,532866877
576,-0.692024276780355,0.405124242924067,0.500561767236043,0.226263913496545,1.10738861953917,0.499438232763957,-0.107388619539175,0.773736086503454,153,0.0876033386925739,51,676626375
876,-0.931945235374297,0.390729713332111,0.393786956537246,0.183092937256371,0.846936913365136,0.606213043462754,0.153063086634864,0.816907062743629,154,0.0170726030256932,48,796588557
901,-0.68771135823085,0.429809183072089,0.502725311608736,0.216509278146713,1.16730673666946,0.497274688391264,-0.167306736669464,0.783490721853287,131,0.109589982031624,46,522322583
501,-0.579528255937243,0.396597990293995,0.560162557605954,0.257471554419439,1.21870585529799,0.439837442394046,-0.218705855297985,0.742528445580561,145,0.143947231510749,46,692382638
776,-1.09966518585256,0.403918469784095,0.332982552305769,0.150870890257868,0.734915661666428,0.667017447694231,0.265084338333572,0.849129109742132,151,0.00647914160950999,49,291641074
751,-0.908373766073716,0.383885491274479,0.403179355136742,0.189991583882276,0.855583121561856,0.596820644863258,0.144416878438144,0.810008416117724,160,0.017968708642142,46,132298440
951,-1.33731073169094,0.473284480348439,0.262550789543472,0.103837171271899,0.663855883644967,0.737449210456528,0.336144116355033,0.896162828728101,116,0.0047192745015285,49,348608149
976,-0.56926118344237,0.398190243766793,0.565943412641431,0.259318116942945,1.23513139030969,0.434056587358569,-0.235131390309687,0.740681883057055,163,0.152825789694858,41,536357705
551,-0.923841791825416,0.39244217727471,0.396990951071532,0.183964159568809,0.856698476497166,0.603009048928468,0.143301523502834,0.816035840431191,156,0.0185684219731986,49,92839054
926,-0.992749748769664,0.378683634741689,0.370556351954029,0.176407955997813,0.778377648540867,0.629443648045971,0.221622351459133,0.823592044002187,169,0.00875230107795189,50,879963100
252,-0.869390514586809,0.431215109834637,0.419206971936034,0.180043534418877,0.976066626813306,0.580793028063966,0.0239333731866935,0.819956465581123,135,0.043785221257023,49,968368023
202,-1.20338299233248,0.448299981664504,0.300176995790025,0.124676261329027,0.722721613890312,0.699823004209975,0.277278386109688,0.875323738670973,133,0.00726763498920001,49,111868393
27,-1.47193703136388,0.412740651330532,0.229480543382799,0.102192821548865,0.515313296894187,0.770519456617201,0.484686703105813,0.897807178451135,165,0.000362123648586152,48,92930825
52,-0.671815010142075,0.190643564041077,0.510780663869391,0.351526728438022,0.742182216817846,0.489219336130609,0.257817783182154,0.648473271561978,141,0.000425192896948002,45,34248556
152,-1.23827229501377,0.202476083832973,0.289884620644972,0.194929343509414,0.431095143366248,0.710115379355028,0.568904856633752,0.805070656490586,132,9.61658676537358e-10,51,583797467
302,-0.890648978405677,0.391055944824973,0.410389332496489,0.190690316532828,0.883209002371758,0.589610667503511,0.116790997628242,0.809309683467172,154,0.0227534769353497,51,429780537
77,-1.52456776502914,0.393703989013455,0.217715140628088,0.100639203132087,0.470988252922638,0.782284859371912,0.529011747077362,0.899360796867913,157,0.000107781886717356,46,651802016
102,-0.853905631389647,0.193228682289354,0.425748862418676,0.291525764997245,0.621770408020403,0.574251137581324,0.378229591979597,0.708474235002755,141,9.90919917575971e-06,50,148961867
277,-1.17102046558228,0.406622667882918,0.3100503840294,0.13973797042084,0.687939293430882,0.6899496159706,0.312060706569118,0.86026202957916,148,0.00397839043046914,49,228571031
527,-0.850280922150841,0.35634426821412,0.427294878490369,0.212523469088247,0.859109414914951,0.572705121509631,0.140890585085049,0.787476530911753,179,0.0170270983101104,44,518562835
502,-0.851613497699102,0.398590922931973,0.426725855000994,0.195374441038815,0.932030588843261,0.573274144999006,0.0679694111567388,0.804625558961185,152,0.0326337805563441,48,553550571
327,-1.39429659312121,0.368663590537026,0.248007425155747,0.120408644202232,0.510824478922612,0.751992574844253,0.489175521077388,0.879591355797768,179,0.000155554891210289,48,125907071
427,-0.910184124487081,0.409522274863381,0.402450116290082,0.180354118798519,0.898044897343541,0.597549883709918,0.101955102656459,0.819645881201481,143,0.0262460942487575,48,329368487
552,-0.502449761371199,0.421760315780818,0.605046622842304,0.264719424223756,1.3829034906915,0.394953377157696,-0.382903490691502,0.735280575776244,143,0.233529602479279,48,742764757
352,-0.780750248865985,0.398054807020693,0.45806222169509,0.209942134864451,0.999423003294273,0.54193777830491,0.000576996705727195,0.790057865135549,154,0.0498307547254489,51,599175075
127,-1.44729937571623,0.424730829341565,0.235204630484767,0.102309115507453,0.540726189715181,0.764795369515233,0.459273810284819,0.897690884492547,154,0.000655444654751807,48,787014970
902,-1.31504702129072,0.392201272362095,0.268461699526828,0.124462926092712,0.579061463323999,0.731538300473172,0.420938536676001,0.875537073907288,164,0.000799435381324182,46,806044207
827,-0.812007500666262,0.379563547715933,0.443965909161175,0.210991298850074,0.934188895805452,0.556034090838825,0.0658111041945481,0.789008701149926,157,0.0324098437990613,49,923036307
727,-1.21255332243231,0.421136334024329,0.29743685684222,0.130293540557175,0.678995162997803,0.70256314315778,0.321004837002197,0.869706459442825,145,0.00398632609781938,48,625858754
802,-0.847436722371356,0.369616679954042,0.428511920424312,0.207656064660229,0.884262476254562,0.571488079575688,0.115737523745438,0.792343935339771,169,0.0218627014518262,49,434664390
177,-1.01395224765192,0.404575538617903,0.36278233681876,0.164161310762229,0.801717672066503,0.63721766318124,0.198282327933497,0.835838689237771,161,0.0122032275333268,49,727761618
377,-0.903583186961493,0.444340689277562,0.405115451542714,0.169572462725705,0.967837150210702,0.594884548457286,0.0321628497892984,0.830427537274295,137,0.0419983096808196,48,206078464
452,-0.99516575320734,0.170049515771433,0.369662166775931,0.264885749557036,0.51588323559872,0.630337833224069,0.48411676440128,0.735114250442964,156,4.85078844148614e-09,48,470469805
677,-1.28988648756692,0.436165140371556,0.275302031519605,0.117096786160998,0.647252679118068,0.724697968480395,0.352747320881932,0.882903213839002,142,0.00310310658101836,51,422418588
627,-0.642964530835007,0.382529403233227,0.525731564144683,0.248401625714534,1.1126886820606,0.474268435855317,-0.112688682060602,0.751598374285466,151,0.0927971414560876,47,84118979
852,-1.08613899172344,0.410047074185048,0.337517137654407,0.151099534705081,0.753925671794892,0.662482862345593,0.246074328205108,0.848900465294919,148,0.00807744467441339,50,951094405
752,-0.544615679008869,0.404803312353004,0.580064671536281,0.262365793107434,1.28246529084191,0.419935328463719,-0.282465290841912,0.737634206892566,148,0.178501435381904,45,64151667
227,-0.941326684058643,0.388301611329095,0.390109939254703,0.182248551244162,0.835045127472218,0.609890060745297,0.164954872527782,0.817751448755838,166,0.0153415096630355,49,668715063
2,-1.16074739123626,0.429973704802621,0.313251971592212,0.134865085494812,0.727592299714831,0.686748028407788,0.272407700285169,0.865134914505188,140,0.00694275578901193,49,791828207
402,-0.741590538570859,0.37711885526963,0.476355650620346,0.227471593348325,0.997551837298915,0.523644349379654,0.00244816270108517,0.772528406651675,169,0.049245071766344,50,622293654
777,-1.30346289887303,0.394162764802664,0.271589675165966,0.125429965257472,0.588064833673077,0.728410324834034,0.411935166326923,0.874570034742528,163,0.000943293911296306,49,122145257
602,-1.01330071151067,0.400752128744078,0.363018779639763,0.165503911405067,0.796250875597785,0.636981220360237,0.203749124402215,0.834496088594933,164,0.0114551938201246,50,219875175
577,-0.769196995860777,0.382358248529876,0.463385019040597,0.219017117050693,0.980405909651141,0.536614980959403,0.0195940903488592,0.780982882949307,158,0.04424966521382,44,71251863
877,-0.861612497401042,0.406685286092596,0.422480284406203,0.19038612899706,0.937513629024426,0.577519715593797,0.0624863709755736,0.80961387100294,148,0.0341224034954305,50,505610998
477,-1.43639327312294,0.441732676778158,0.23778383528651,0.100041176734435,0.565178801061624,0.76221616471349,0.434821198938376,0.899958823265565,136,0.00114706868429291,45,916396822
652,-1.12561996957206,0.185173232027392,0.32445125508628,0.225699043014171,0.466411445618992,0.67554874491372,0.533588554381008,0.774300956985829,154,1.21130428909345e-09,47,493767704
702,-0.745661298300564,0.184511394043801,0.474420462735585,0.330450968782341,0.681113982784228,0.525579537264415,0.318886017215772,0.66954903121766,142,5.31613549310343e-05,48,477117025
