"rep","est_V","se_V","IRR_V","IRR_V_CI_Lower","IRR_V_CI_Upper","VE","VE_CI_Lower","VE_CI_Upper","n_event","p_val","n_calendar_group","seed"
34,-1.43973795184219,0.349227594127611,0.236989853300353,0.119527183231328,0.469886339232348,0.763010146699647,0.530113660767652,0.880472816768672,73,3.74562729728532e-05,42,130243797
1,-0.787254243084479,0.717767661044064,0.45509265514351,0.11146406712057,1.85808153350031,0.54490734485649,-0.858081533500306,0.88853593287943,84,0.27272476560963,42,339781792
67,-1.7336168905627,0.314326480279414,0.176644349871974,0.0953991632722404,0.327080712989566,0.823355650128026,0.672919287010434,0.90460083672776,71,3.48109585509461e-08,38,379896231
17,-2.3976940213865,0.453208385336173,0.0909273883331178,0.0374044299342203,0.221037721029872,0.909072611666882,0.778962278970128,0.96259557006578,65,1.21989694333584e-07,36,793169438
117,-0.78432238166618,0.350803275291826,0.45642888159911,0.229492675070083,0.907773304286051,0.54357111840089,0.0922266957139488,0.770507324929917,68,0.025365543967659,41,722882267
184,-1.52412300555523,0.41604802812638,0.217811993035911,0.096369823893343,0.492291698724924,0.782188006964089,0.507708301275076,0.903630176106657,54,0.000248953299685894,36,794456169
84,-1.5480247071763,0.315326299753476,0.212667640071695,0.114629178195696,0.394555084888171,0.787332359928305,0.605444915111829,0.885370821804304,71,9.1411959854331e-07,41,769295502
201,-1.30047740702693,0.384531298011431,0.272401715493393,0.128202414341259,0.578793269885112,0.727598284506607,0.421206730114888,0.871797585658741,66,0.000719652150871062,44,439356649
51,-1.30070601621083,0.292907249757107,0.27233944907713,0.153386610835799,0.483541393342557,0.72766055092287,0.516458606657443,0.846613389164201,74,8.96769802530377e-06,46,514666555
334,-1.23402151223413,0.349672675060591,0.291119479898312,0.146699740649672,0.577714392683581,0.708880520101688,0.422285607316419,0.853300259350328,75,0.000417013051068509,41,629032992
151,-4.29927648570199,0.354497029008042,0.0135783796108931,0.00677796821540996,0.0272017198956966,0.986421620389107,0.972798280104303,0.99322203178459,82,7.52245538095087e-34,42,617621115
368,-3.07135033014928,0.31968328380692,0.0463585132753897,0.0247750531646242,0.0867449905687048,0.95364148672461,0.913255009431295,0.975224946835376,71,7.43471853638598e-22,43,601892369
167,-1.23605966434085,0.295301463480157,0.290526738370936,0.162863981258951,0.518259378507089,0.709473261629064,0.481740621492911,0.837136018741049,87,2.84219417958145e-05,46,669679182
418,-2.25414940092279,0.324417015311416,0.104962787025561,0.0555764867748876,0.198234672601714,0.895037212974439,0.801765327398286,0.944423513225112,73,3.69692728786219e-12,38,403474433
234,-0.613731388583499,0.286504127031161,0.541327193752311,0.308735869469817,0.949145077308225,0.458672806247689,0.0508549226917752,0.691264130530183,79,0.032182375776609,41,507629029
301,-2.42754042703105,0.380098648844243,0.0882536321038917,0.0418978783515158,0.185897326689987,0.911746367896108,0.814102673310013,0.958102121648484,63,1.69607543789906e-10,42,775070778
267,0.0711103700311745,0.747144934355228,1.0736997236009,0.248262954896913,4.64358887913564,-0.0736997236009038,-3.64358887913564,0.751737045103087,63,0.924174922356032,39,355636961
601,-3.38797001917073,0.369026862403161,0.0337771743682105,0.0163872878010059,0.069620886760191,0.96622282563179,0.930379113239809,0.983612712198994,62,4.2781219576867e-20,39,618351255
217,-1.28211792344099,0.310544298381583,0.27744906187911,0.150954990331915,0.509939961364253,0.72255093812089,0.490060038635747,0.849045009668085,67,3.64954513352263e-05,46,210207189
568,-0.408104236214714,0.332753021881808,0.664909567553643,0.346355984863195,1.27644606227606,0.335090432446357,-0.276446062276063,0.653644015136805,67,0.220030179747561,39,551054015
251,-1.49493132761204,0.388219985193262,0.224264004946497,0.104786690241863,0.479968818545139,0.775735995053503,0.520031181454861,0.895213309758137,60,0.000117765055370166,46,234477203
384,-1.39505694248766,0.371085308824758,0.247818924539398,0.119747396629171,0.512864756050183,0.752181075460602,0.487135243949817,0.880252603370829,75,0.000170323480200963,35,737294731
101,-2.36044899447322,0.371100932431251,0.0943778385538746,0.0456024672909576,0.195322247659775,0.905622161446125,0.804677752340225,0.954397532709042,74,2.00881140390542e-10,44,900019500
518,-2.18515487051023,0.357252566704034,0.112460315519101,0.0558348510016954,0.226513053044088,0.887539684480899,0.773486946955912,0.944165148998305,75,9.56200671211865e-10,42,862844127
351,-1.88881350587386,0.452375058131871,0.151251161029301,0.0623212806955845,0.367080288745294,0.848748838970699,0.632919711254706,0.937678719304415,57,2.9755914790033e-05,40,810979949
668,-1.12161434536752,0.379432024679036,0.325753491280056,0.154851691628327,0.685270764337804,0.674246508719944,0.314729235662196,0.845148308371673,70,0.00311621725704152,35,758139969
634,-3.02824878914499,0.343558995068353,0.0484003231250233,0.0246837031144713,0.0949043694028742,0.951599676874977,0.905095630597126,0.975316296885529,75,1.20382804847778e-18,39,492042306
317,-2.25773689479819,0.402569781815712,0.104586908304401,0.0475126556628757,0.230221216559358,0.895413091695599,0.769778783440642,0.952487344337124,63,2.043095954942e-08,46,504127108
701,-0.497856321734316,0.433699252839498,0.60783226091399,0.259787513616836,1.42216249066048,0.39216773908601,-0.422162490660481,0.740212486383164,56,0.250997521019288,41,416940494
401,-0.841414723228327,0.324399347916281,0.431100204341759,0.228270086371239,0.814155674700451,0.568899795658241,0.185844325299549,0.771729913628761,63,0.00949321589327484,38,156428585
551,-2.73257920582789,0.344394726802138,0.0650512924389714,0.0331212414482859,0.127763044588402,0.934948707561029,0.872236955411598,0.966878758551714,73,2.1144765866584e-15,32,110249201
651,-1.97077336821094,0.416658390924955,0.139349046409369,0.0615805744335754,0.315329256243721,0.860650953590631,0.684670743756279,0.938419425566425,57,2.24575107982344e-06,39,852648384
818,-0.928627972342112,0.329088100074565,0.395095420510421,0.207291596914777,0.753047367243173,0.604904579489579,0.246952632756827,0.792708403085223,64,0.00477517040110968,41,468712902
718,-0.911084188007586,0.417723935104154,0.402088048587995,0.177318441862884,0.911776559272504,0.597911951412005,0.0882234407274961,0.822681558137116,67,0.0291784084668013,41,540272778
768,-3.38575438425322,0.550247913614398,0.0338520952231375,0.0115136674254782,0.0995307844710282,0.966147904776863,0.900469215528972,0.988486332574522,73,7.59620042809834e-10,42,535959326
484,-1.86285245724271,0.462431022293593,0.155229213560409,0.0627121163825127,0.384233703669143,0.844770786439591,0.615766296330857,0.937287883617487,62,5.61601515181639e-05,39,175472082
901,-1.06604225968402,0.327158173786124,0.344368745997043,0.181361954206268,0.653884844473503,0.655631254002957,0.346115155526497,0.818638045793732,65,0.00112006073296284,33,42197700
284,-1.26709230804101,0.278791096794797,0.281649381948031,0.163080258329011,0.486425366040742,0.718350618051969,0.513574633959258,0.836919741670989,70,5.49476292364598e-06,28,891367842
451,-0.485396002328609,0.3228493364108,0.61545342751043,0.326877735967137,1.15879082530239,0.38454657248957,-0.158790825302394,0.673122264032863,65,0.132716522152395,41,639637500
735,-0.770853191083927,0.374702625493397,0.462618198163401,0.22196027779662,0.964206746344281,0.537381801836599,0.0357932536557187,0.77803972220338,54,0.0396631554404946,37,10985053
918,-1.35404265643782,0.411757622631056,0.258194356876493,0.115201470372167,0.578675998730762,0.741805643123507,0.421324001269238,0.884798529627833,73,0.00100742152290324,38,446372875
584,-2.33575720968167,0.388139362716659,0.0967372044387442,0.0452073144288597,0.207003818759234,0.903262795561256,0.792996181240766,0.95479268557114,65,1.76769260458214e-09,44,495967172
685,-0.661792317284617,0.391999938138196,0.515925802582496,0.239285452459638,1.11239288069671,0.484074197417504,-0.112392880696713,0.760714547540362,60,0.0913640213836531,34,409750676
868,-0.516711643138038,0.378557627205707,0.596478761581712,0.284031265090277,1.25263292019972,0.403521238418288,-0.252632920199716,0.715968734909723,59,0.172269255594082,34,733829416
618,-1.10420176522969,0.344844958704773,0.33147537183284,0.168623735302567,0.65160412876969,0.66852462816716,0.34839587123031,0.831376264697433,66,0.00136465722455813,41,644379393
801,-20.1581393680179,0.550313763105251,1.75967031226886e-09,5.98416255976623e-10,5.17439086414348e-09,0.99999999824033,0.999999994825609,0.999999999401584,51,9.43498095668421e-294,38,471213437
935,-0.639948859196567,0.361638162757741,0.527319390890806,0.259565387377419,1.07127434369795,0.472680609109194,-0.0712743436979548,0.740434612622581,67,0.0767965802256583,43,474169019
434,-2.53364868987965,0.345745894970769,0.0793688988282351,0.0403042566384295,0.156296694855804,0.920631101171765,0.843703305144196,0.95969574336157,96,2.3349796991328e-13,44,377519786
468,-1.21256851645899,0.374232919269881,0.297432337613015,0.142836942713734,0.619349544852978,0.702567662386985,0.380650455147022,0.857163057286266,67,0.00119469384998675,44,911744986
885,-3.19630851736225,0.325916958903147,0.0409129550228695,0.0215993076345183,0.0774964603971053,0.95908704497713,0.922503539602895,0.978400692365482,76,1.04914585421068e-22,40,204939307
968,-0.878120539498004,0.310501811045306,0.415563212823885,0.226119217828255,0.763724487954296,0.584436787176115,0.236275512045704,0.773880782171745,63,0.00468297150212457,43,478828200
985,-1.72238041156078,0.352993467134091,0.178640403707109,0.0894357405799056,0.356819249549648,0.821359596292891,0.643180750450352,0.910564259420094,74,1.0643338016013e-06,37,760097140
501,-3.91273466628614,0.387113833607646,0.0199857718462507,0.00935856007868361,0.0426808262095993,0.980014228153749,0.957319173790401,0.990641439921316,63,5.11982644627718e-24,42,983217311
134,-1.80464035526204,0.403400990529968,0.164533619588186,0.0746240999712728,0.362769024821893,0.835466380411814,0.637230975178107,0.925375900028727,63,7.69263349483044e-06,39,831498170
751,-2.75387752059894,0.990984691006645,0.0636804595704799,0.00913016215181709,0.444154316613146,0.93631954042952,0.555845683386854,0.990869837848183,56,0.00545382030283787,35,582227693
534,-1.50514942073938,0.414322126003678,0.221984122322067,0.0985485591778736,0.500027103127473,0.778015877677933,0.499972896872527,0.901451440822126,64,0.00028036231924613,43,803388936
851,-0.779565912292817,0.376691442689258,0.458605042915092,0.219178771652682,0.959575527325389,0.541394957084908,0.0404244726746106,0.780821228347318,57,0.0384984518187713,43,833717089
951,-2.77958831996572,0.41030125113895,0.0620640526500804,0.027770971485284,0.138704064904359,0.93793594734992,0.861295935095641,0.972229028514716,56,1.24831986245431e-11,28,41531630
835,-3.170640198236,0.530149336939872,0.0419767158799921,0.0148506179015671,0.118651270118777,0.958023284120008,0.881348729881223,0.985149382098433,59,2.22242351574628e-09,42,660903646
785,-1.10928301897921,0.320562371281318,0.329795333322592,0.175946779040429,0.618169667410437,0.670204666677408,0.381830332589563,0.824053220959571,85,0.000539317351837988,42,359961930
18,-0.65924457411795,0.328252379712657,0.517241924879416,0.271822114838666,0.984243717667176,0.482758075120584,0.0157562823328237,0.728177885161334,68,0.0446064656205984,38,983818115
2,-2.91586598866427,0.441453933957487,0.0541571112754627,0.0227976048254711,0.128653546026287,0.945842888724537,0.871346453973713,0.977202395174529,56,3.97136078986429e-11,34,520703645
35,0.382257484072058,0.324314695009453,1.46558940248159,0.776166951849177,2.76738437722574,-0.465589402481587,-1.76738437722574,0.223833048150823,78,0.238532698169237,40,21434389
185,-1.75363244492599,0.39810712204914,0.173143864228134,0.07934831509035,0.377812656585272,0.826856135771866,0.622187343414728,0.92065168490965,66,1.05819955383735e-05,32,52794760
268,-2.65835556716014,0.402300766725049,0.070063341525014,0.0318457742971733,0.154145155330278,0.929936658474986,0.845854844669722,0.968154225702827,65,3.89860025547751e-11,40,255640202
85,-1.79183561323533,0.308236964903048,0.166653976481935,0.0910843787432233,0.304921088121356,0.833346023518065,0.695078911878644,0.908915621256777,66,6.12986880596711e-09,42,187854563
68,-2.44731292759729,0.361165211907745,0.086525775428709,0.042630567528432,0.175618347293786,0.913474224571291,0.824381652706214,0.957369432471568,65,1.2341279467671e-11,40,815366078
118,-1.71181345685489,0.326706922433974,0.180538097525945,0.0951645996908861,0.342501358321893,0.819461902474055,0.657498641678107,0.904835400309114,61,1.60925382795376e-07,41,845001303
